county_name,article,tax_allocation_point_of_sale,gs_105_524_adjustments,tax_allocation_other_1,article_42_adjustment_2,cost_of_collection_3,per_capita_adjustments,gs_105_486_b_adjustment_4,distributable_proceeds,month,year,date,fiscal_year
Stokes,42,98720.98,-3369.29,0,-1190.52,-342.75,0,0,93818.42,september,2017,2017-09-01,2018
Stokes,42-Food,0,0,30658.38,0,-111.6,0,406.18,30952.96,september,2017,2017-09-01,2018
Stokes,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Stokes,44,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Stokes,44 *524(c.),0,150915.15,0,0,-549.33,0,0,150365.82,september,2017,2017-09-01,2018
Stokes,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Stokes,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Stokes,Total,394883.94,137437.99,101853.91,-1190.52,-2304.08,151136.24,4085.27,785902.75,september,2017,2017-09-01,2018
Surry,39,664369.38,-22674.54,0,0,-2335.77,0,0,639359.07,september,2017,2017-09-01,2018
Surry,39-Food,0,0,147247.39,0,-535.98,0,0,146711.41,september,2017,2017-09-01,2018
Surry,40,332184.64,-11337.27,0,0,-1167.88,63833.98,20490.15,404003.62,september,2017,2017-09-01,2018
Surry,40-Food,0,0,47768.99,0,-173.88,0,2542.89,50138,september,2017,2017-09-01,2018
Surry,42,332184.64,-11337.27,0,-4005.97,-1153.3,0,0,315688.1,september,2017,2017-09-01,2018
Surry,42-Food,0,0,47768.99,0,-173.88,0,2542.89,50138,september,2017,2017-09-01,2018
Surry,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Surry,44,13.3,0,0,0,-0.05,0,0,13.25,september,2017,2017-09-01,2018
Surry,44 *524(c.),0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Surry,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Surry,46,165087.3,0,0,0,-600.92,0,0,164486.38,september,2017,2017-09-01,2018
Surry,Total,1493839.26,-45349.08,242785.37,-4005.97,-6141.66,63833.98,25575.93,1770537.83,september,2017,2017-09-01,2018
Swain,39,151667.94,-5176.34,0,0,-533.23,0,0,145958.37,september,2017,2017-09-01,2018
Swain,39-Food,0,0,19557.95,0,-71.19,0,0,19486.76,september,2017,2017-09-01,2018
Swain,40,75833.95,-2588.17,0,0,-266.61,5215.61,1824.25,80019.03,september,2017,2017-09-01,2018
Swain,40-Food,0,0,9739.65,0,-35.45,0,226.39,9930.59,september,2017,2017-09-01,2018
Swain,42,75833.95,-2588.17,0,-914.52,-263.29,0,0,72067.97,september,2017,2017-09-01,2018
Swain,42-Food,0,0,9739.65,0,-35.45,0,226.39,9930.59,september,2017,2017-09-01,2018
Swain,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Swain,44,-43.31,0,0,0,0.16,0,0,-43.15,september,2017,2017-09-01,2018
Swain,44 *524(c.),0,24267.77,0,0,-88.33,0,0,24179.44,september,2017,2017-09-01,2018
Swain,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Swain,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Swain,Total,303292.53,13915.09,39037.25,-914.52,-1293.39,5215.61,2277.03,361529.6,september,2017,2017-09-01,2018
Transylvania,39,296530.22,-10120.4,0,0,-1042.53,0,0,285367.29,september,2017,2017-09-01,2018
Transylvania,39-Food,0,0,51711.41,0,-188.23,0,0,51523.18,september,2017,2017-09-01,2018
Transylvania,40,148265.11,-5060.2,0,0,-521.27,37055.89,18619.34,198358.87,september,2017,2017-09-01,2018
Transylvania,40-Food,0,0,22387.68,0,-81.49,0,2310.71,24616.9,september,2017,2017-09-01,2018
Transylvania,42,148265.11,-5060.2,0,-1788,-514.76,0,0,140902.15,september,2017,2017-09-01,2018
Transylvania,42-Food,0,0,22387.68,0,-81.49,0,2310.71,24616.9,september,2017,2017-09-01,2018
Transylvania,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Transylvania,44,30.05,0,0,0,-0.11,0,0,29.94,september,2017,2017-09-01,2018
Transylvania,44 *524(c.),0,12133.88,0,0,-44.17,0,0,12089.71,september,2017,2017-09-01,2018
Transylvania,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Transylvania,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Transylvania,Total,593090.49,-8106.92,96486.77,-1788,-2474.05,37055.89,23240.76,737504.94,september,2017,2017-09-01,2018
Tyrrell,39,22918.28,-782.19,0,0,-80.58,0,0,22055.51,september,2017,2017-09-01,2018
Tyrrell,39-Food,0,0,3695,0,-13.45,0,0,3681.55,september,2017,2017-09-01,2018
Tyrrell,40,11459.16,-391.09,0,0,-40.29,10747.98,-147.39,21628.37,september,2017,2017-09-01,2018
Tyrrell,40-Food,0,0,2712.31,0,-9.87,0,-18.29,2684.15,september,2017,2017-09-01,2018
Tyrrell,42,11459.16,-391.09,0,-138.19,-39.78,0,0,10890.1,september,2017,2017-09-01,2018
Tyrrell,42-Food,0,0,2712.31,0,-9.87,0,-18.29,2684.15,september,2017,2017-09-01,2018
Tyrrell,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Tyrrell,44,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Tyrrell,44 *524(c.),0,11375.51,0,0,-41.41,0,0,11334.1,september,2017,2017-09-01,2018
Tyrrell,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Tyrrell,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Tyrrell,Total,45836.6,9811.14,9119.62,-138.19,-235.25,10747.98,-183.97,74957.93,september,2017,2017-09-01,2018
Union,39,1918868.56,-65489.86,0,0,-6746.3,0,0,1846632.4,september,2017,2017-09-01,2018
Union,39-Food,0,0,160556.86,0,-584.43,0,0,159972.43,september,2017,2017-09-01,2018
Union,40,959434.28,-32744.93,0,0,-3373.15,255581.13,15675.66,1194572.99,september,2017,2017-09-01,2018
Union,40-Food,0,0,146839.02,0,-534.49,0,1945.4,148249.93,september,2017,2017-09-01,2018
Union,42,959434.28,-32744.93,0,-11570.26,-3331.03,0,0,911788.06,september,2017,2017-09-01,2018
Union,42-Food,0,0,146839.02,0,-534.49,0,1945.4,148249.93,september,2017,2017-09-01,2018
Union,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Union,44,45.22,0,0,0,-0.16,0,0,45.06,september,2017,2017-09-01,2018
Union,44 *524(c.),0,329889.89,0,0,-1200.8,0,0,328689.09,september,2017,2017-09-01,2018
Union,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Union,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Union,Total,3837782.34,198910.17,454234.9,-11570.26,-16304.85,255581.13,19566.46,4738199.89,september,2017,2017-09-01,2018
Vance,39,399475.17,-13633.85,0,0,-1404.46,0,0,384436.86,september,2017,2017-09-01,2018
Vance,39-Food,0,0,78447.58,0,-285.55,0,0,78162.03,september,2017,2017-09-01,2018
Vance,40,199737.6,-6816.93,0,0,-702.23,44413.94,10268.62,246901,september,2017,2017-09-01,2018
Vance,40-Food,0,0,29474.04,0,-107.29,0,1274.36,30641.11,september,2017,2017-09-01,2018
Vance,42,199737.6,-6816.93,0,-2408.73,-693.46,0,0,189818.48,september,2017,2017-09-01,2018
Vance,42-Food,0,0,29474.04,0,-107.29,0,1274.36,30641.11,september,2017,2017-09-01,2018
Vance,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Vance,44,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Vance,44 *524(c.),0,27301.23,0,0,-99.38,0,0,27201.85,september,2017,2017-09-01,2018
Vance,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Vance,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Vance,Total,798950.37,33.52,137395.66,-2408.73,-3399.66,44413.94,12817.34,987802.44,september,2017,2017-09-01,2018
Wake,39,14039216.17,-479150.2,0,0,-49358.64,0,0,13510707.33,september,2017,2017-09-01,2018
Wake,39-Food,0,0,1199668.25,0,-4366.79,0,0,1195301.46,september,2017,2017-09-01,2018
Wake,40,7019608.11,-239575.1,0,0,-24679.32,-1349594.92,-199290.42,5206468.35,september,2017,2017-09-01,2018
Wake,40-Food,0,0,673320.98,0,-2450.89,0,-24732.5,646137.59,september,2017,2017-09-01,2018
Wake,42,7019608.11,-239575.1,0,-84652.66,-24371.18,0,0,6671009.17,september,2017,2017-09-01,2018
Wake,42-Food,0,0,673320.98,0,-2450.89,0,-24732.5,646137.59,september,2017,2017-09-01,2018
Wake,43,6887455.45,0,0,0,-14421.71,0,0,6873033.74,september,2017,2017-09-01,2018
Wake,44,169.02,0,0,0,-0.62,0,0,168.4,september,2017,2017-09-01,2018
Wake,44 *524(c.),0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wake,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wake,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wake,Total,34966056.86,-958300.4,2546310.21,-84652.66,-122100.04,-1349594.92,-248755.42,34748963.63,september,2017,2017-09-01,2018
Warren,39,71641.91,-2445.1,0,0,-251.88,0,0,68944.93,september,2017,2017-09-01,2018
Warren,39-Food,0,0,17895.6,0,-65.14,0,0,17830.46,september,2017,2017-09-01,2018
Warren,40,35820.94,-1222.55,0,0,-125.94,71463.25,-2842.64,103093.06,september,2017,2017-09-01,2018
Warren,40-Food,0,0,13194.95,0,-48.03,0,-352.78,12794.14,september,2017,2017-09-01,2018
Warren,42,35820.94,-1222.55,0,-431.98,-124.37,0,0,34042.04,september,2017,2017-09-01,2018
Warren,42-Food,0,0,13194.95,0,-48.03,0,-352.78,12794.14,september,2017,2017-09-01,2018
Warren,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Warren,44,21.8,0,0,0,-0.08,0,0,21.72,september,2017,2017-09-01,2018
Warren,44 *524(c.),0,76595.12,0,0,-278.81,0,0,76316.31,september,2017,2017-09-01,2018
Warren,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Warren,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Warren,Total,143305.59,71704.92,44285.5,-431.98,-942.28,71463.25,-3548.2,325836.8,september,2017,2017-09-01,2018
Washington,39,108508.2,-3703.32,0,0,-381.49,0,0,104423.39,september,2017,2017-09-01,2018
Washington,39-Food,0,0,20904.61,0,-76.09,0,0,20828.52,september,2017,2017-09-01,2018
Washington,40,54254.11,-1851.66,0,0,-190.74,13205.07,2838.75,68255.53,september,2017,2017-09-01,2018
Washington,40-Food,0,0,8148.07,0,-29.66,0,352.3,8470.71,september,2017,2017-09-01,2018
Washington,42,54254.11,-1851.66,0,-654.28,-188.36,0,0,51559.81,september,2017,2017-09-01,2018
Washington,42-Food,0,0,8148.07,0,-29.66,0,352.3,8470.71,september,2017,2017-09-01,2018
Washington,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Washington,44,0.07,0,0,0,0,0,0,0.07,september,2017,2017-09-01,2018
Washington,44 *524(c.),0,25026.12,0,0,-91.1,0,0,24935.02,september,2017,2017-09-01,2018
Washington,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Washington,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Washington,Total,217016.49,17619.48,37200.75,-654.28,-987.1,13205.07,3543.35,286943.76,september,2017,2017-09-01,2018
Watauga,39,796370.47,-27179.66,0,0,-2799.85,0,0,766390.96,september,2017,2017-09-01,2018
Watauga,39-Food,0,0,78486.21,0,-285.69,0,0,78200.52,september,2017,2017-09-01,2018
Watauga,40,398185.24,-13589.83,0,0,-1399.93,-93666.32,18373.55,307902.71,september,2017,2017-09-01,2018
Watauga,40-Food,0,0,36062.66,0,-131.27,0,2280.21,38211.6,september,2017,2017-09-01,2018
Watauga,42,398185.24,-13589.83,0,-4801.9,-1382.45,0,0,378411.06,september,2017,2017-09-01,2018
Watauga,42-Food,0,0,36062.66,0,-131.27,0,2280.21,38211.6,september,2017,2017-09-01,2018
Watauga,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Watauga,44,-1.02,0,0,0,0,0,0,-1.02,september,2017,2017-09-01,2018
Watauga,44 *524(c.),0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Watauga,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Watauga,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Watauga,Total,1592739.93,-54359.32,150611.53,-4801.9,-6130.46,-93666.32,22933.97,1607327.43,september,2017,2017-09-01,2018
Wayne,39,766620.14,-26164.29,0,0,-2695.26,0,0,737760.59,september,2017,2017-09-01,2018
Wayne,39-Food,0,0,169001.82,0,-615.17,0,0,168386.65,september,2017,2017-09-01,2018
Wayne,40,383310.07,-13082.15,0,0,-1347.63,288225.39,-24225.07,632880.61,september,2017,2017-09-01,2018
Wayne,40-Food,0,0,81846.61,0,-297.92,0,-3006.4,78542.29,september,2017,2017-09-01,2018
Wayne,42,383310.07,-13082.15,0,-4622.51,-1330.8,0,0,364274.61,september,2017,2017-09-01,2018
Wayne,42-Food,0,0,81846.61,0,-297.92,0,-3006.4,78542.29,september,2017,2017-09-01,2018
Wayne,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wayne,44,52.3,0,0,0,-0.19,0,0,52.11,september,2017,2017-09-01,2018
Wayne,44 *524(c.),0,172149.44,0,0,-626.62,0,0,171522.82,september,2017,2017-09-01,2018
Wayne,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wayne,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wayne,Total,1533292.58,119820.85,332695.04,-4622.51,-7211.51,288225.39,-30237.87,2231961.97,september,2017,2017-09-01,2018
Wilkes,39,433145.54,-14783,0,0,-1522.84,0,0,416839.7,september,2017,2017-09-01,2018
Wilkes,39-Food,0,0,97129.06,0,-353.55,0,0,96775.51,september,2017,2017-09-01,2018
Wilkes,40,216572.75,-7391.5,0,0,-761.42,160267.59,8601.31,377288.73,september,2017,2017-09-01,2018
Wilkes,40-Food,0,0,45922.32,0,-167.16,0,1067.44,46822.6,september,2017,2017-09-01,2018
Wilkes,42,216572.75,-7391.5,0,-2611.75,-751.91,0,0,205817.59,september,2017,2017-09-01,2018
Wilkes,42-Food,0,0,45922.32,0,-167.16,0,1067.44,46822.6,september,2017,2017-09-01,2018
Wilkes,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wilkes,44,0.35,0,0,0,0,0,0,0.35,september,2017,2017-09-01,2018
Wilkes,44 *524(c.),0,117546.97,0,0,-427.87,0,0,117119.1,september,2017,2017-09-01,2018
Wilkes,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wilkes,46,107993.24,0,0,0,-393.1,0,0,107600.14,september,2017,2017-09-01,2018
Wilkes,Total,974284.63,87980.97,188973.7,-2611.75,-4545.01,160267.59,10736.19,1415086.32,september,2017,2017-09-01,2018
Wilson,39,1055577.2,-36026.23,0,0,-3711.17,0,0,1015839.8,september,2017,2017-09-01,2018
Wilson,39-Food,0,0,131664.16,0,-479.26,0,0,131184.9,september,2017,2017-09-01,2018
Wilson,40,527788.6,-18013.11,0,0,-1855.58,-77469.57,-7232.02,423218.32,september,2017,2017-09-01,2018
Wilson,40-Food,0,0,53615.28,0,-195.16,0,-897.51,52522.61,september,2017,2017-09-01,2018
Wilson,42,527788.6,-18013.11,0,-6364.84,-1832.41,0,0,501578.24,september,2017,2017-09-01,2018
Wilson,42-Food,0,0,53615.28,0,-195.16,0,-897.51,52522.61,september,2017,2017-09-01,2018
Wilson,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wilson,44,3.79,0,0,0,-0.01,0,0,3.78,september,2017,2017-09-01,2018
Wilson,44 *524(c.),0,29576.33,0,0,-107.66,0,0,29468.67,september,2017,2017-09-01,2018
Wilson,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wilson,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Wilson,Total,2111158.19,-42476.12,238894.72,-6364.84,-8376.41,-77469.57,-9027.04,2206338.93,september,2017,2017-09-01,2018
Yadkin,39,177532.77,-6059.09,0,0,-624.16,0,0,170849.52,september,2017,2017-09-01,2018
Yadkin,39-Food,0,0,43432.95,0,-158.1,0,0,43274.85,september,2017,2017-09-01,2018
Yadkin,40,88766.4,-3029.55,0,0,-312.08,113194.8,648.34,199267.91,september,2017,2017-09-01,2018
Yadkin,40-Food,0,0,24739.31,0,-90.05,0,80.46,24729.72,september,2017,2017-09-01,2018
Yadkin,42,88766.4,-3029.55,0,-1070.47,-308.19,0,0,84358.19,september,2017,2017-09-01,2018
Yadkin,42-Food,0,0,24739.31,0,-90.05,0,80.46,24729.72,september,2017,2017-09-01,2018
Yadkin,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Yadkin,44,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Yadkin,44 *524(c.),0,99346.15,0,0,-361.62,0,0,98984.53,september,2017,2017-09-01,2018
Yadkin,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Yadkin,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Yadkin,Total,355065.57,87227.96,92911.57,-1070.47,-1944.25,113194.8,809.26,646194.44,september,2017,2017-09-01,2018
Yancey,39,117904.1,-4024,0,0,-414.52,0,0,113465.58,september,2017,2017-09-01,2018
Yancey,39-Food,0,0,25168.39,0,-91.61,0,0,25076.78,september,2017,2017-09-01,2018
Yancey,40,58952.08,-2012,0,0,-207.26,38783.58,1270.07,96786.47,september,2017,2017-09-01,2018
Yancey,40-Food,0,0,11897.16,0,-43.31,0,157.62,12011.47,september,2017,2017-09-01,2018
Yancey,42,58952.08,-2012,0,-710.93,-204.67,0,0,56024.48,september,2017,2017-09-01,2018
Yancey,42-Food,0,0,11897.16,0,-43.31,0,157.62,12011.47,september,2017,2017-09-01,2018
Yancey,43,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Yancey,44,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Yancey,44 *524(c.),0,39435.11,0,0,-143.54,0,0,39291.57,september,2017,2017-09-01,2018
Yancey,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Yancey,46,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Yancey,Total,235808.26,31387.11,48962.71,-710.93,-1148.22,38783.58,1585.31,354667.82,september,2017,2017-09-01,2018
Total,39,111123984.03,-3792596.27,0,0,-390686.25,0,0,106940701.51,september,2017,2017-09-01,2018
Total,39-Food,0,0,13320130.73,0,-48485.33,0,0,13271645.4,september,2017,2017-09-01,2018
Total,40,55561988.83,-1896298.03,0,0,-195343.1,0,0,53470347.7,september,2017,2017-09-01,2018
Total,40-Food,0,0,6660065.36,0,-24242.66,0,0,6635822.7,september,2017,2017-09-01,2018
Total,42,55561988.83,-1896298.03,0,-670047.42,-192904.13,0,0,52802739.25,september,2017,2017-09-01,2018
Total,42-Food,0,0,6660065.36,0,-24242.66,0,0,6635822.7,september,2017,2017-09-01,2018
Total,43,17907020.79,0,0,0,-37495.68,0,0,17869525.11,september,2017,2017-09-01,2018
Total,44,4049.17,0,0,0,-14.71,0,0,4034.46,september,2017,2017-09-01,2018
Total,44 *524(c.),0,7585192.33,0,0,-27610.09,0,0,7557582.24,september,2017,2017-09-01,2018
Total,45,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Total,46,8716221.65,0,0,0,-31727.05,0,0,8684494.6,september,2017,2017-09-01,2018
Grand,Total,248875253.3,0,26640261.45,-670047.42,-972751.66,0,0,273872715.67,september,2017,2017-09-01,2018
,,0,0,,0,0,0,0,0,september,2017,2017-09-01,2018
,,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
,,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
,,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
,,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
,,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
,,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
,,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
,,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
,,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
,,0,0,0,0,0,0,0,0,september,2017,2017-09-01,2018
Alamance,39,2131359.48,-71936.21,0,0,-7496.3,0,0,2051926.97,october,2017,2017-10-01,2018
Alamance,39-Food,0,0,270373.17,0,-984.16,0,0,269389.01,october,2017,2017-10-01,2018
Alamance,40,1065679.74,-35968.1,0,0,-3748.15,-178842.68,19762.94,866883.75,october,2017,2017-10-01,2018
Alamance,40-Food,0,0,120484.68,0,-438.56,0,2800.62,122846.74,october,2017,2017-10-01,2018
Alamance,42,1065679.74,-35968.1,0,-12670.26,-3702.03,0,0,1013339.35,october,2017,2017-10-01,2018
Alamance,42-Food,0,0,120484.68,0,-438.56,0,2800.62,122846.74,october,2017,2017-10-01,2018
Alamance,43,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Alamance,44,121.35,0,0,0,-0.44,0,0,120.91,october,2017,2017-10-01,2018
Alamance,44 *524(c.),0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Alamance,45,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Alamance,46,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Alamance,Total,4262840.31,-143872.41,511342.53,-12670.26,-16808.2,-178842.68,25364.18,4447353.47,october,2017,2017-10-01,2018
Alexander,39,171425.16,-5785.83,0,0,-602.93,0,0,165036.4,october,2017,2017-10-01,2018
Alexander,39-Food,0,0,47759.43,0,-173.84,0,0,47585.59,october,2017,2017-10-01,2018
Alexander,40,85712.59,-2892.91,0,0,-301.46,121382.17,665.58,204565.97,october,2017,2017-10-01,2018
Alexander,40-Food,0,0,29000.44,0,-105.56,0,94.32,28989.2,october,2017,2017-10-01,2018
Alexander,42,85712.59,-2892.91,0,-1019.07,-297.75,0,0,81502.86,october,2017,2017-10-01,2018
Alexander,42-Food,0,0,29000.44,0,-105.56,0,94.32,28989.2,october,2017,2017-10-01,2018
Alexander,43,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Alexander,44,216.06,0,0,0,-0.79,0,0,215.27,october,2017,2017-10-01,2018
Alexander,44 *524(c.),0,128164.12,0,0,-466.52,0,0,127697.6,october,2017,2017-10-01,2018
Alexander,45,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Alexander,46,42685.64,0,0,0,-155.38,0,0,42530.26,october,2017,2017-10-01,2018
Alexander,Total,385752.04,116592.47,105760.31,-1019.07,-2209.79,121382.17,854.22,727112.35,october,2017,2017-10-01,2018
Alleghany,39,60853.39,-2053.88,0,0,-214.03,0,0,58585.48,october,2017,2017-10-01,2018
Alleghany,39-Food,0,0,19611.53,0,-71.39,0,0,19540.14,october,2017,2017-10-01,2018
Alleghany,40,30426.73,-1026.94,0,0,-107.02,30369.03,2589.01,62250.81,october,2017,2017-10-01,2018
Alleghany,40-Food,0,0,8485.61,0,-30.89,0,366.89,8821.61,october,2017,2017-10-01,2018
Alleghany,42,30426.73,-1026.94,0,-361.75,-105.7,0,0,28932.34,october,2017,2017-10-01,2018
Alleghany,42-Food,0,0,8485.61,0,-30.89,0,366.89,8821.61,october,2017,2017-10-01,2018
Alleghany,43,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Alleghany,44,7.06,0,0,0,-0.03,0,0,7.03,october,2017,2017-10-01,2018
Alleghany,44 *524(c.),0,23509.4,0,0,-85.57,0,0,23423.83,october,2017,2017-10-01,2018
Alleghany,45,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Alleghany,46,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Alleghany,Total,121713.91,19401.64,36582.75,-361.75,-645.52,30369.03,3322.79,210382.85,october,2017,2017-10-01,2018
Anson,39,125156.84,-4224.21,0,0,-440.19,0,0,120492.44,october,2017,2017-10-01,2018
Anson,39-Food,0,0,31471.37,0,-114.56,0,0,31356.81,october,2017,2017-10-01,2018
Anson,40,62578.42,-2112.1,0,0,-220.1,76248.38,445.55,136940.15,october,2017,2017-10-01,2018
Anson,40-Food,0,0,19413.42,0,-70.66,0,63.14,19405.9,october,2017,2017-10-01,2018
Anson,42,62578.42,-2112.1,0,-744.02,-217.39,0,0,59504.91,october,2017,2017-10-01,2018
Anson,42-Food,0,0,19413.42,0,-70.66,0,63.14,19405.9,october,2017,2017-10-01,2018
Anson,43,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Anson,44,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Anson,44 *524(c.),0,72803.29,0,0,-265,0,0,72538.29,october,2017,2017-10-01,2018
Anson,45,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Anson,46,31173.08,0,0,0,-113.47,0,0,31059.61,october,2017,2017-10-01,2018
Anson,Total,281486.76,64354.88,70298.21,-744.02,-1512.03,76248.38,571.83,490704.01,october,2017,2017-10-01,2018
Ashe,39,171090.9,-5774.54,0,0,-601.75,0,0,164714.61,october,2017,2017-10-01,2018
Ashe,39-Food,0,0,42957.33,0,-156.36,0,0,42800.97,october,2017,2017-10-01,2018
Ashe,40,85545.41,-2887.27,0,0,-300.88,63276.75,-3907.9,141726.11,october,2017,2017-10-01,2018
Ashe,40-Food,0,0,20713.3,0,-75.4,0,-553.79,20084.11,october,2017,2017-10-01,2018
Ashe,42,85545.41,-2887.27,0,-1017.08,-297.17,0,0,81343.89,october,2017,2017-10-01,2018
Ashe,42-Food,0,0,20713.3,0,-75.4,0,-553.79,20084.11,october,2017,2017-10-01,2018
Ashe,43,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Ashe,44,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Ashe,44 *524(c.),0,47018.79,0,0,-171.15,0,0,46847.64,october,2017,2017-10-01,2018
Ashe,45,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Ashe,46,54250.82,0,0,0,-197.47,0,0,54053.35,october,2017,2017-10-01,2018
Ashe,Total,396432.54,35469.71,84383.93,-1017.08,-1875.58,63276.75,-5015.48,571654.79,october,2017,2017-10-01,2018
Avery,39,231777.26,-7822.79,0,0,-815.19,0,0,223139.28,october,2017,2017-10-01,2018
Avery,39-Food,0,0,44532.9,0,-162.1,0,0,44370.8,october,2017,2017-10-01,2018
Avery,40,115888.65,-3911.4,0,0,-407.6,-15179.79,11919.18,108309.04,october,2017,2017-10-01,2018
Avery,40-Food,0,0,13709.38,0,-49.9,0,1689.08,15348.56,october,2017,2017-10-01,2018
Avery,42,115888.65,-3911.4,0,-1377.84,-402.58,0,0,110196.83,october,2017,2017-10-01,2018
Avery,42-Food,0,0,13709.38,0,-49.9,0,1689.08,15348.56,october,2017,2017-10-01,2018
Avery,43,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Avery,44,0.01,0,0,0,0,0,0,0.01,october,2017,2017-10-01,2018
Avery,44 *524(c.),0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Avery,45,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Avery,46,0,0,0,0,0,0,0,0,october,2017,2017-10-01,2018
Avery,Total,463554.57,-15645.59,71951.66,-1377.84,-1887.27,-15179.79,15297.34,516713.08,october,2017,2017-10-01,2018
Beaufort,39,423864.17,-14305.98,0,0,-1490.79,0,0,408067.4,october,2017,2017-10-01,2018
