county,categories,gross_collections,taxable_sales_and_purchases,year
Scotland,Furniture,452587.06000000006,7856386.85,2011
Scotland,General Merchandise,4063408.6799999997,70589219.06,2011
Scotland,Lumber And Building Material,1929928.33,33520078.7,2011
Scotland,Unclassified,2727624.23,47210054.019999996,2011
Stanly,Stanly,23997374.839999996,424512832.66,2011
Stanly,1% Tax,0,0,2011
Stanly,"2%, 2.5% And 3% Tax",395178.8500000001,15886567,2011
Stanly,Apparel,506536.62,8775810.15,2011
Stanly,Automotive,2410348.4499999997,41717600.86,2011
Stanly,Food,4928691.29,85355963.38000001,2011
Stanly,Furniture,700802.1499999999,12111155.260000002,2011
Stanly,General Merchandise,7503293.669999999,130304711.40999997,2011
Stanly,Lumber And Building Material,3160059.4799999995,54559023.550000004,2011
Stanly,Unclassified,4392464.33,75802001.05,2011
Stokes,Stokes,8630177.139999999,149401021.66000003,2011
Stokes,1% Tax,0,0,2011
Stokes,"2%, 2.5% And 3% Tax",2462.84,114206,2011
Stokes,Apparel,103859.26,1803808.3599999999,2011
Stokes,Automotive,990350.03,17168078.77,2011
Stokes,Food,2461213.56,42522931.98,2011
Stokes,Furniture,374307.27999999997,6480705.399999999,2011
Stokes,General Merchandise,1752860.8000000003,30362038.230000004,2011
Stokes,Lumber And Building Material,618402.0300000001,10732727.589999998,2011
Stokes,Unclassified,2326721.3399999994,40216525.32999999,2011
Vance,Vance,19672553.27,345642236.01,2011
Vance,1% Tax,0,0,2011
Vance,"2%, 2.5% And 3% Tax",193007.27,7842889,2011
Vance,Apparel,500391.70999999996,8677389.26,2011
Vance,Automotive,1684575.17,29017800.560000002,2011
Vance,Food,4012513.71,69805401.18,2011
Vance,Furniture,855378.1700000002,14833573.720000003,2011
Vance,General Merchandise,5534131.48,96010985.96,2011
Vance,Lumber And Building Material,2749276.33,47853766.129999995,2011
Vance,Unclassified,4143279.43,71600430.2,2011
Wake,Wake,588568507.6399999,10208890574.91,2011
Wake,1% Tax,279.83,20889,2011
Wake,"2%, 2.5% And 3% Tax",296183.32,13474328,2011
Wake,Apparel,28534684.279999997,494601419.9,2011
Wake,Automotive,30218148.380000003,522653911.88,2011
Wake,Food,113037338.87000002,1955497043.3600001,2011
Wake,Furniture,28387286.77,492032685.36,2011
Wake,General Merchandise,162419506.07000002,2817983511.5,2011
Wake,Lumber And Building Material,66798375.23000002,1158647323.15,2011
Wake,Unclassified,158876704.89,2753979462.76,2011
Warren,Warren,3515503.8600000003,60886164.03000001,2011
Warren,1% Tax,0,0,2011
Warren,"2%, 2.5% And 3% Tax",6909.089999999998,276476,2011
Warren,Apparel,18623.82,316803.8399999999,2011
Warren,Automotive,375693.93000000005,6504157.709999999,2011
Warren,Food,654409.94,11358311.04,2011
Warren,Furniture,295296.36,5124310.41,2011
Warren,General Merchandise,859006.5700000001,14945626.790000001,2011
Warren,Lumber And Building Material,410484.22,7126741.42,2011
Warren,Unclassified,895079.93,15233736.82,2011
Washington,Washington,4036192.8200000003,70073663.74,2011
Washington,1% Tax,0,0,2011
Washington,"2%, 2.5% And 3% Tax",10328.61,419101,2011
Washington,Apparel,139382.56000000003,2423535.5999999996,2011
Washington,Automotive,541867.61,9409760.729999999,2011
Washington,Food,1020426.67,17517846.57,2011
Washington,Furniture,168755.36,2933891.07,2011
Washington,General Merchandise,891774.3899999998,15482546.98,2011
Washington,Lumber And Building Material,317246.3599999999,5491289.9799999995,2011
Washington,Unclassified,946411.2599999999,16395691.81,2011
Watauga,Watauga,35309912.849999994,611846386.72,2011
Watauga,1% Tax,0,0,2011
Watauga,"2%, 2.5% And 3% Tax",593.0500000000001,27148,2011
Watauga,Apparel,1407334.7999999998,24437269.27,2011
Watauga,Automotive,2071371.31,35886346.17,2011
Watauga,Food,6993049.359999999,121046088.78000002,2011
Watauga,Furniture,1036518.91,17922687.66,2011
Watauga,General Merchandise,10460784.719999999,181189916.04000002,2011
