county,categories,gross_collections,taxable_sales_and_purchases,year
Yancey,Food,537900,29139311,2001
Yancey,Furniture,88020,2390194,2001
Yancey,General Merchandise,514695,21870815,2001
Yancey,Lumber And Building Material,948471,24169443,2001
Yancey,Unclassified,299177,9713954,2001
Yancey,"Use Tax - 1%, 3%, And 4%",134367,,2001
Yancey,Yancey,3282011368,132176353407,2001
Yancey,Services,382383571,,2001
Yancey,Yancey,25710847,,2001
Yancey,Homes,632653,,2001
Yancey,Yancey,3690738440,132176353407,2001
Yancey,1999-2000,3608884890,,2001
Yancey,2000-2001 Over 1999-2000,81853550,,2001
Yancey,Percent Change,2.27,,2001
Alamance,Alamance,42851289,1628026658,2002
Alamance,1% Tax,485550,37797564,2002
Alamance,2% And 3% Tax,200709,8461237,2002
Alamance,Apparel,3435627,79906747,2002
Alamance,Automotive,2952795,214791599,2002
Alamance,Food,8403893,310860785,2002
Alamance,Furniture,1578511,42750333,2002
Alamance,General Merchandise,10162218,390224043,2002
Alamance,Lumber And Building Material,7279271,191556433,2002
Alamance,Unclassified,8352715,351677916,2002
Alexander,Alexander,3972134,199897294,2002
Alexander,1% Tax,26994,2379418,2002
Alexander,2% And 3% Tax,64749,2524489,2002
Alexander,Apparel,85900,2101114,2002
Alexander,Automotive,411457,43601376,2002
Alexander,Food,971794,39804276,2002
Alexander,Furniture,81532,4091398,2002
Alexander,General Merchandise,1374027,77625777,2002
Alexander,Lumber And Building Material,543130,15427019,2002
Alexander,Unclassified,412551,12342427,2002
Alleghany,Alleghany,1738109,64728176,2002
Alleghany,1% Tax,26505,2169311,2002
Alleghany,2% And 3% Tax,12854,622662,2002
Alleghany,Apparel,21575,816095,2002
Alleghany,Automotive,192985,6952892,2002
Alleghany,Food,451131,20891192,2002
Alleghany,Furniture,36830,1077567,2002
Alleghany,General Merchandise,393918,17148169,2002
Alleghany,Lumber And Building Material,444339,10762789,2002
Alleghany,Unclassified,157972,4287499,2002
Anson,Anson,3428042,152263000,2002
Anson,1% Tax,89487,8158694,2002
Anson,2% And 3% Tax,10305,491340,2002
Anson,Apparel,71014,1631429,2002
Anson,Automotive,568126,32788041,2002
Anson,Food,906828,41763843,2002
Anson,Furniture,126280,3102593,2002
Anson,General Merchandise,1153608,42691201,2002
Anson,Lumber And Building Material,112562,10699015,2002
Anson,Unclassified,389831,10936843,2002
Ashe,Ashe,4770694,227248566,2002
Ashe,1% Tax,49866,3448102,2002
Ashe,2% And 3% Tax,47684,2155947,2002
Ashe,Apparel,83665,1918448,2002
Ashe,Automotive,452133,30230482,2002
Ashe,Food,940556,46186824,2002
Ashe,Furniture,132736,3343596,2002
Ashe,General Merchandise,1409747,101638453,2002
Ashe,Lumber And Building Material,696787,17744389,2002
Ashe,Unclassified,957521,20582326,2002
Buncombe,Buncombe,97493614,3431308897,2002
Buncombe,1% Tax,805333,65665617,2002
Buncombe,2% And 3% Tax,281697,12579780,2002
Buncombe,Apparel,6421398,151946064,2002
Buncombe,Automotive,4740540,464118222,2002
Buncombe,Food,19322803,746068957,2002
Buncombe,Furniture,5317264,150726648,2002
Buncombe,General Merchandise,22634742,750832410,2002
Buncombe,Lumber And Building Material,12206280,347884479,2002
Buncombe,Unclassified,25763557,741486720,2002
Burke,Burke,15964975,727376934,2002
Burke,1% Tax,188175,13997309,2002
Burke,2% And 3% Tax,205890,8509239,2002
Burke,Apparel,531226,12341593,2002
Burke,Automotive,1188007,163615611,2002
Burke,Food,4631129,235210084,2002
Burke,Furniture,835652,20980333,2002
Burke,General Merchandise,4140220,151931882,2002
Burke,Lumber And Building Material,2116882,60681644,2002
Burke,Unclassified,2127796,60109238,2002
Cabarrus,Cabarrus,52244720,2035625535,2002
Cabarrus,1% Tax,910997,72233430,2002
Cabarrus,2% And 3% Tax,326722,11865710,2002
Cabarrus,Apparel,3537059,87984241,2002
Cabarrus,Automotive,3581505,400656724,2002
Cabarrus,Food,11334650,406961752,2002
Cabarrus,Furniture,1896593,55660609,2002
Cabarrus,General Merchandise,13240617,530068640,2002
Cabarrus,Lumber And Building Material,7089680,180819817,2002
Cabarrus,Unclassified,10326899,289374612,2002
Caldwell,Caldwell,15090469,651552939,2002
Caldwell,1% Tax,223259,20222034,2002
Caldwell,2% And 3% Tax,121370,5291090,2002
Caldwell,Apparel,507751,11891762,2002
Caldwell,Automotive,949636,71346887,2002
Caldwell,Food,3678180,174012683,2002
Caldwell,Furniture,1642596,63647271,2002
Caldwell,General Merchandise,3975919,152693634,2002
Caldwell,Lumber And Building Material,1973211,55401841,2002
Caldwell,Unclassified,2018548,97045736,2002
Camden,Camden,727961,26784107,2002
Camden,1% Tax,3918,285804,2002
Camden,2% And 3% Tax,26596,927591,2002
Camden,Apparel,19722,446422,2002
Camden,Automotive,42994,3670465,2002
Camden,Food,128481,5310280,2002
Camden,Furniture,8493,296700,2002
Camden,General Merchandise,83442,2242326,2002
Camden,Lumber And Building Material,86851,4852317,2002
Camden,Unclassified,327465,8752202,2002
Chowan,Chowan,2557887,116085064,2002
Chowan,1% Tax,78516,6086647,2002
Chowan,2% And 3% Tax,11679,412534,2002
Chowan,Apparel,71294,1649913,2002
Chowan,Automotive,282269,38243529,2002
Chowan,Food,813952,29416551,2002
Chowan,Furniture,108854,2794085,2002
Chowan,General Merchandise,480884,18822312,2002
Chowan,Lumber And Building Material,229589,6783316,2002
Chowan,Unclassified,480852,11876176,2002
Clay,Clay,1677321,100300022,2002
Clay,1% Tax,4476,353295,2002
Clay,2% And 3% Tax,43985,1513654,2002
Clay,Apparel,71629,1744289,2002
Clay,Automotive,163035,44611057,2002
Clay,Food,424694,18567027,2002
Clay,Furniture,97204,4171760,2002
Clay,General Merchandise,354844,13243327,2002
Clay,Lumber And Building Material,200177,5889266,2002
Clay,Unclassified,317278,10206345,2002
Cleveland,Cleveland,22429817,960671126,2002
Cleveland,1% Tax,405400,30599238,2002
Cleveland,2% And 3% Tax,171781,9154830,2002
Cleveland,Apparel,677023,18129416,2002
Cleveland,Automotive,1905772,221828818,2002
Cleveland,Food,5760465,235902619,2002
Cleveland,Furniture,822540,20271171,2002
Cleveland,General Merchandise,6021252,248079885,2002
Cleveland,Lumber And Building Material,3311324,91622871,2002
Cleveland,Unclassified,3354261,85082278,2002
Columbus,Columbus,10606780,443734631,2002
Columbus,1% Tax,184034,14494442,2002
Columbus,2% And 3% Tax,123635,5750125,2002
Columbus,Apparel,228517,5335111,2002
Columbus,Automotive,1344293,85760315,2002
Columbus,Food,2273989,103806634,2002
Columbus,Furniture,372875,10121487,2002
Columbus,General Merchandise,3388936,146724216,2002
Columbus,Lumber And Building Material,894115,29672971,2002
Columbus,Unclassified,1796386,42069330,2002
Craven,Craven,23142495,900390370,2002
Craven,1% Tax,95588,7731169,2002
Craven,2% And 3% Tax,282861,12134703,2002
Craven,Apparel,595498,13756491,2002
Craven,Automotive,1449146,168160552,2002
Craven,Food,5278667,196397256,2002
Craven,Furniture,1156637,31606108,2002
Craven,General Merchandise,6280073,223155795,2002
Craven,Lumber And Building Material,3702897,102697965,2002
Craven,Unclassified,4301127,144750331,2002
Duplin,Duplin,7306484,339194749,2002
Duplin,1% Tax,219882,19582093,2002
Duplin,2% And 3% Tax,177689,8617193,2002
Duplin,Apparel,109388,2477608,2002
Duplin,Automotive,1056143,68188398,2002
Duplin,Food,2044321,81272527,2002
Duplin,Furniture,336481,9358564,2002
Duplin,General Merchandise,1932610,106704525,2002
Duplin,Lumber And Building Material,400991,13738714,2002
Duplin,Unclassified,1028980,29255126,2002
Durham,Durham,134665639,4057351888,2002
Durham,1% Tax,1485573,119901646,2002
Durham,2% And 3% Tax,378608,14574584,2002
Durham,Apparel,3374041,78644309,2002
Durham,Automotive,5079571,607152136,2002
Durham,Food,21186479,757835696,2002
Durham,Furniture,3571052,105356108,2002
Durham,General Merchandise,22953384,719616371,2002
Durham,Lumber And Building Material,9110583,260268231,2002
Durham,Unclassified,67526349,1394002807,2002
Edgecombe,Edgecombe,9285922,388141014,2002
Edgecombe,1% Tax,164245,13408705,2002
Edgecombe,2% And 3% Tax,123654,5342090,2002
Edgecombe,Apparel,456465,10680912,2002
Edgecombe,Automotive,592415,33093928,2002
Edgecombe,Food,2314060,117956170,2002
Edgecombe,Furniture,654488,17249271,2002
Edgecombe,General Merchandise,1989859,79801059,2002
Edgecombe,Lumber And Building Material,702278,35327850,2002
Edgecombe,Unclassified,2288458,75281029,2002
Forsyth,Forsyth,138619696,5487579451,2002
Forsyth,1% Tax,1406840,102938323,2002
Forsyth,2% And 3% Tax,563404,24599955,2002
Forsyth,Apparel,4995951,117231800,2002
Forsyth,Automotive,7777042,1196721588,2002
Forsyth,Food,27944419,994648991,2002
Forsyth,Furniture,7705545,220266034,2002
Forsyth,General Merchandise,34687349,1208821792,2002
Forsyth,Lumber And Building Material,17422888,471299488,2002
Forsyth,Unclassified,36116259,1151051481,2002
Franklin,Franklin,7528458,294105892,2002
Franklin,1% Tax,107746,7406401,2002
Franklin,2% And 3% Tax,161590,6461141,2002
Franklin,Apparel,143140,3316063,2002
Franklin,Automotive,489948,38002485,2002
Franklin,Food,1383975,71908880,2002
Franklin,Furniture,204919,7409211,2002
Franklin,General Merchandise,1927056,76408666,2002
Franklin,Lumber And Building Material,2172919,57713257,2002
Franklin,Unclassified,937165,25479786,2002
Guilford,Guilford,207661811,8545991986,2002
Guilford,1% Tax,3021459,228597681,2002
Guilford,2% And 3% Tax,1796303,82656715,2002
Guilford,Apparel,6636740,184212792,2002
Guilford,Automotive,10046668,1037175695,2002
Guilford,Food,35594372,1331405307,2002
Guilford,Furniture,13713253,668481311,2002
Guilford,General Merchandise,53220164,2256243375,2002
Guilford,Lumber And Building Material,34131566,1016583020,2002
Guilford,Unclassified,49501287,1740636090,2002
Halifax,Halifax,11612143,510255013,2002
Halifax,1% Tax,293072,21274671,2002
Halifax,2% And 3% Tax,168359,7443408,2002
Halifax,Apparel,323739,7638535,2002
Halifax,Automotive,1211695,102235445,2002
Halifax,Food,3237378,134579730,2002
Halifax,Furniture,358382,9464911,2002
Halifax,General Merchandise,3425473,125771995,2002
Halifax,Lumber And Building Material,294896,13582751,2002
Halifax,Unclassified,2299151,88263567,2002
Harnett,Harnett,14609827,549335377,2002
Harnett,1% Tax,205002,17797523,2002
Harnett,2% And 3% Tax,158591,7253712,2002
Harnett,Apparel,298226,6827397,2002
Harnett,Automotive,1098356,68433921,2002
Harnett,Food,3460774,144373472,2002
Harnett,Furniture,567235,15563323,2002
Harnett,General Merchandise,4755458,177316926,2002
Harnett,Lumber And Building Material,1328675,38418641,2002
Harnett,Unclassified,2737511,73350460,2002
Haywood,Haywood,16824158,620573226,2002
Haywood,1% Tax,47352,4179636,2002
Haywood,2% And 3% Tax,87572,3692574,2002
Haywood,Apparel,438015,10264843,2002
Haywood,Automotive,1137712,98857169,2002
Haywood,Food,4015770,160144142,2002
Haywood,Furniture,829956,22260159,2002
Haywood,General Merchandise,4234381,138847674,2002
Haywood,Lumber And Building Material,2720871,70661325,2002
Haywood,Unclassified,3312529,111665705,2002
Henderson,Henderson,26349321,1011573114,2002
Henderson,1% Tax,287863,21714795,2002
Henderson,2% And 3% Tax,101697,4164246,2002
Henderson,Apparel,651312,15763883,2002
Henderson,Automotive,2075804,160207282,2002
Henderson,Food,5573127,224690970,2002
Henderson,Furniture,840141,21954187,2002
Henderson,General Merchandise,7338945,254056726,2002
Henderson,Lumber And Building Material,5058175,127352124,2002
Henderson,Unclassified,4422257,181668900,2002
Johnston,Johnston,30626239,1247371803,2002
Johnston,1% Tax,294877,23207635,2002
Johnston,2% And 3% Tax,349747,14495730,2002
Johnston,Apparel,1993902,46197091,2002
Johnston,Automotive,1771379,221526354,2002
Johnston,Food,7397436,280103673,2002
Johnston,Furniture,1560316,38039880,2002
Johnston,General Merchandise,5628892,246220451,2002
Johnston,Lumber And Building Material,5402539,146770201,2002
Johnston,Unclassified,6227149,230810786,2002
Jones,Jones,933871,32534182,2002
Jones,1% Tax,9734,943284,2002
Jones,2% And 3% Tax,13408,669530,2002
Jones,Apparel,2175,67185,2002
Jones,Automotive,77878,3883263,2002
Jones,Food,178616,5893883,2002
Jones,Furniture,16747,833569,2002
Jones,General Merchandise,52199,2926965,2002
Jones,Lumber And Building Material,16246,580502,2002
Jones,Unclassified,566870,16736002,2002
Lee,Lee,17309823,664529030,2002
Lee,1% Tax,388288,26938647,2002
Lee,2% And 3% Tax,559460,22318468,2002
Lee,Apparel,447227,10501148,2002
Lee,Automotive,1192587,116554697,2002
Lee,Food,3700278,162896867,2002
Lee,Furniture,454244,11383660,2002
Lee,General Merchandise,4140483,150051913,2002
Lee,Lumber And Building Material,3209037,88580669,2002
Lee,Unclassified,3218220,75302962,2002
Lenoir,Lenoir,19547818,839117105,2002
Lenoir,1% Tax,515146,39884620,2002
Lenoir,2% And 3% Tax,249955,10965681,2002
Lenoir,Apparel,676136,15672015,2002
Lenoir,Automotive,1166151,75926242,2002
Lenoir,Food,4463349,153660944,2002
Lenoir,Furniture,662189,17914107,2002
Lenoir,General Merchandise,5686886,313231702,2002
Lenoir,Lumber And Building Material,2237046,112782396,2002
Lenoir,Unclassified,3890961,99079398,2002
Lincoln,Lincoln,13579074,553685654,2002
Lincoln,1% Tax,310371,22800478,2002
Lincoln,2% And 3% Tax,320835,12686880,2002
Lincoln,Apparel,175663,4123830,2002
Lincoln,Automotive,1153332,89483252,2002
Lincoln,Food,2753122,148472498,2002
Lincoln,Furniture,687979,20879378,2002
Lincoln,General Merchandise,3950214,134545833,2002
Lincoln,Lumber And Building Material,2296120,60860018,2002
Lincoln,Unclassified,1931438,59833488,2002
Mitchell,Mitchell,4291850,169175629,2002
Mitchell,1% Tax,32109,2615412,2002
Mitchell,2% And 3% Tax,38006,1889200,2002
Mitchell,Apparel,65549,1495380,2002
Mitchell,Automotive,558863,20209667,2002
Mitchell,Food,737129,30971082,2002
Mitchell,Furniture,134445,4108376,2002
Mitchell,General Merchandise,1734244,67429590,2002
Mitchell,Lumber And Building Material,313413,10572347,2002
Mitchell,Unclassified,678094,29884575,2002
Montgomery,Montgomery,4745257,272475682,2002
Montgomery,1% Tax,121201,9718199,2002
Montgomery,2% And 3% Tax,88399,4402224,2002
Montgomery,Apparel,23708,11932889,2002
Montgomery,Automotive,684394,87048925,2002
Montgomery,Food,1007536,46563064,2002
Montgomery,Furniture,227436,5762371,2002
Montgomery,General Merchandise,1237100,51068896,2002
Montgomery,Lumber And Building Material,380416,17321569,2002
Montgomery,Unclassified,975068,38657543,2002
Moore,Moore,24622985,968037700,2002
Moore,1% Tax,97897,9048618,2002
Moore,2% And 3% Tax,127691,5670937,2002
Moore,Apparel,808317,19118513,2002
Moore,Automotive,1154551,169423198,2002
Moore,Food,5607632,235029481,2002
Moore,Furniture,1222182,31896402,2002
Moore,General Merchandise,6878621,258601251,2002
Moore,Lumber And Building Material,2620991,67417732,2002
Moore,Unclassified,6105100,171831567,2002
Nash,Nash,31745848,1336503504,2002
Nash,1% Tax,564740,41337885,2002
Nash,2% And 3% Tax,514627,23570239,2002
Nash,Apparel,1600512,38485630,2002
Nash,Automotive,1783422,173160537,2002
Nash,Food,6954688,312527570,2002
Nash,Furniture,1454233,34000163,2002
Nash,General Merchandise,8658078,334086648,2002
Nash,Lumber And Building Material,4341763,119781108,2002
Nash,Unclassified,5873785,259553725,2002
New Hanover,New Hanover,89116589,3183187061,2002
New Hanover,1% Tax,999701,65565723,2002
New Hanover,2% And 3% Tax,851351,30292635,2002
New Hanover,Apparel,6803051,159569653,2002
New Hanover,Automotive,4097628,465530651,2002
New Hanover,Food,17339605,606196996,2002
New Hanover,Furniture,4156010,122493175,2002
New Hanover,General Merchandise,23948269,835691539,2002
New Hanover,Lumber And Building Material,11288493,318734766,2002
New Hanover,Unclassified,19632482,579111923,2002
Pender,Pender,5210972,246350309,2002
Pender,1% Tax,45197,3412130,2002
Pender,2% And 3% Tax,43222,1965377,2002
Pender,Apparel,192319,4784715,2002
Pender,Automotive,269892,44543342,2002
Pender,Food,2046879,82941697,2002
Pender,Furniture,137252,3619030,2002
Pender,General Merchandise,922957,40271120,2002
Pender,Lumber And Building Material,347170,26993657,2002
Pender,Unclassified,1206085,37819239,2002
Perquimans,Perquimans,911339,40408144,2002
Perquimans,1% Tax,14952,1425671,2002
Perquimans,2% And 3% Tax,17283,749337,2002
Perquimans,Apparel,8888,250848,2002
Perquimans,Automotive,130701,5492728,2002
Perquimans,Food,315849,16533034,2002
Perquimans,Furniture,5100,180770,2002
Perquimans,General Merchandise,130627,8772362,2002
Perquimans,Lumber And Building Material,34444,1019134,2002
Perquimans,Unclassified,253495,5984260,2002
Person,Person,7814952,333840032,2002
Person,1% Tax,223059,15549117,2002
Person,2% And 3% Tax,166614,7157309,2002
Person,Apparel,145657,3347527,2002
Person,Automotive,1107552,80640853,2002
Person,Food,1691800,79169593,2002
Person,Furniture,320723,8406333,2002
Person,General Merchandise,1899617,84886500,2002
Person,Lumber And Building Material,948467,23673535,2002
Person,Unclassified,1311462,31009264,2002
Pitt,Pitt,46179268,1855754346,2002
Pitt,1% Tax,470849,42321174,2002
Pitt,2% And 3% Tax,495372,22539270,2002
Pitt,Apparel,1793232,41657876,2002
Pitt,Automotive,3821979,398030904,2002
Pitt,Food,10788040,378346218,2002
Pitt,Furniture,1943126,47681190,2002
Pitt,General Merchandise,12436388,488315984,2002
Pitt,Lumber And Building Material,6339664,163424046,2002
Pitt,Unclassified,8090615,273437684,2002
Polk,Polk,2361569,113513038,2002
Polk,1% Tax,4871,338350,2002
Polk,2% And 3% Tax,23957,1103073,2002
Polk,Apparel,166495,3923983,2002
Polk,Automotive,216583,22537269,2002
Polk,Food,845550,38909471,2002
Polk,Furniture,58541,1404624,2002
Polk,General Merchandise,368673,25118650,2002
Polk,Lumber And Building Material,236003,8114741,2002
Polk,Unclassified,440898,12062877,2002
Rutherford,Rutherford,13443008,504944812,2002
Rutherford,1% Tax,234176,16731568,2002
Rutherford,2% And 3% Tax,59058,2604298,2002
Rutherford,Apparel,568580,13264813,2002
Rutherford,Automotive,1424128,64044602,2002
Rutherford,Food,3443700,139058208,2002
Rutherford,Furniture,519575,16074650,2002
Rutherford,General Merchandise,4291105,167026486,2002
Rutherford,Lumber And Building Material,1119002,33853445,2002
Rutherford,Unclassified,1783684,52286742,2002
Sampson,Sampson,10923181,529631873,2002
Sampson,1% Tax,247678,20607449,2002
Sampson,2% And 3% Tax,98835,4796985,2002
Sampson,Apparel,333446,7775389,2002
Sampson,Automotive,1124476,88394086,2002
Sampson,Food,1954540,70934322,2002
Sampson,Furniture,679538,17923960,2002
Sampson,General Merchandise,3252791,181882926,2002
Sampson,Lumber And Building Material,1592622,51799173,2002
Sampson,Unclassified,1639256,85517583,2002
Scotland,Scotland,8515523,287782770,2002
Scotland,1% Tax,273177,11831056,2002
Scotland,2% And 3% Tax,56606,2761977,2002
Scotland,Apparel,311058,7527262,2002
Scotland,Automotive,775066,25818059,2002
Scotland,Food,1679297,78326204,2002
Scotland,Furniture,332685,8198551,2002
Scotland,General Merchandise,2845041,101530925,2002
Scotland,Lumber And Building Material,752620,24219794,2002
Scotland,Unclassified,1489974,27568940,2002
Stanly,Stanly,15798876,623469008,2002
Stanly,1% Tax,225545,18657088,2002
Stanly,2% And 3% Tax,189992,8820409,2002
Stanly,Apparel,315589,7465526,2002
Stanly,Automotive,1302483,149629731,2002
Stanly,Food,4122308,158790279,2002
Stanly,Furniture,1003818,35638047,2002
Stanly,General Merchandise,3957020,131709251,2002
Stanly,Lumber And Building Material,2362015,57628597,2002
Stanly,Unclassified,2320107,55130081,2002
Stokes,Stokes,4404365,174994429,2002
Stokes,1% Tax,51494,4168144,2002
Stokes,2% And 3% Tax,37027,1791541,2002
Stokes,Apparel,54073,1248288,2002
Stokes,Automotive,561168,22788220,2002
Stokes,Food,1423985,65834597,2002
Stokes,Furniture,199654,5324768,2002
Stokes,General Merchandise,524919,34908607,2002
Stokes,Lumber And Building Material,841969,20571632,2002
Stokes,Unclassified,710076,18358631,2002
Vance,Vance,12042195,516582350,2002
Vance,1% Tax,134428,12777995,2002
Vance,2% And 3% Tax,328542,14701161,2002
Vance,Apparel,410198,9615737,2002
Vance,Automotive,1454421,143085166,2002
Vance,Food,2453777,114064710,2002
Vance,Furniture,512964,13748187,2002
Vance,General Merchandise,3477288,122090942,2002
Vance,Lumber And Building Material,1816789,45087433,2002
Vance,Unclassified,1453789,41411019,2002
Wake,Wake,322094729,12017561289,2002
Wake,1% Tax,2485347,185521375,2002
Wake,2% And 3% Tax,1072811,46440293,2002
Wake,Apparel,9715976,233129084,2002
Wake,Automotive,14773777,1859282946,2002
Wake,Food,62143579,2219041081,2002
Wake,Furniture,18614702,478446765,2002
Wake,General Merchandise,87562811,2824172062,2002
Wake,Lumber And Building Material,54243016,1462754547,2002
Wake,Unclassified,71482711,2708773136,2002
Warren,Warren,1703199,74342825,2002
Warren,1% Tax,31616,2717506,2002
Warren,2% And 3% Tax,130785,4549108,2002
Warren,Apparel,7764,168706,2002
Warren,Automotive,285794,16493587,2002
Warren,Food,418506,24665002,2002
Warren,Furniture,148494,4330111,2002
Warren,General Merchandise,157710,7960486,2002
Warren,Lumber And Building Material,251825,6153431,2002
Warren,Unclassified,270703,7304889,2002
Washington,Washington,1820256,96533717,2002
Washington,1% Tax,18927,1592076,2002
Washington,2% And 3% Tax,15038,595509,2002
Washington,Apparel,98541,2449156,2002
Washington,Automotive,310635,31099518,2002
Washington,Food,548378,22095949,2002
Washington,Furniture,114654,2679898,2002
Washington,General Merchandise,232644,16953988,2002
Washington,Lumber And Building Material,189819,5206927,2002
Washington,Unclassified,291619,13860697,2002
Watauga,Watauga,21131817,651852854,2002
Watauga,1% Tax,45739,3499022,2002
Watauga,2% And 3% Tax,53138,2218634,2002
Watauga,Apparel,998562,23682628,2002
Watauga,Automotive,1048862,69270572,2002
Watauga,Food,4259812,150756314,2002
Watauga,Furniture,632316,16425004,2002
Watauga,General Merchandise,5552170,171589013,2002
Watauga,Lumber And Building Material,4304442,108521150,2002
Watauga,Unclassified,4236776,105890517,2002
Foreign,Foreign,583735923,20592477544,2002
Foreign,1% Tax,10998536,929634651,2002
Foreign,2% And 3% Tax,3921015,161260284,2002
Foreign,Apparel,11475184,269928952,2002
Foreign,Automotive,13602706,841509137,2002
Foreign,Food,18763421,765869132,2002
Foreign,Furniture,5925282,223740152,2002
Foreign,General Merchandise,50424593,1691123704,2002
Foreign,Lumber And Building Material,25481496,687228109,2002
Foreign,Unclassified,443143691,15022183429,2002
Avery,Avery,5482128,189411162,2002
Avery,1% Tax,6580,474788,2002
Avery,2% And 3% Tax,21891,1009282,2002
Avery,Apparel,115736,3109406,2002
Avery,Automotive,329411,13208800,2002
Avery,Food,2043999,84039712,2002
Avery,Furniture,258198,6825021,2002
Avery,General Merchandise,927365,33523562,2002
Avery,Lumber And Building Material,612136,18082957,2002
Avery,Unclassified,1166811,29137635,2002
Beaufort,Beaufort,11753177,474158626,2002
Beaufort,1% Tax,588805,39346328,2002
Beaufort,2% And 3% Tax,199634,8093642,2002
Beaufort,Apparel,338681,7860072,2002
Beaufort,Automotive,984845,54211705,2002
Beaufort,Food,2309666,90704557,2002
Beaufort,Furniture,306819,8888194,2002
Beaufort,General Merchandise,3566116,165823359,2002
Beaufort,Lumber And Building Material,1507323,36805225,2002
Beaufort,Unclassified,1951287,62425544,2002
Bertie,Bertie,1094872,72119237,2002
Bertie,1% Tax,35599,3154111,2002
Bertie,2% And 3% Tax,19049,868410,2002
Bertie,Apparel,12128,297358,2002
Bertie,Automotive,205310,21703183,2002
Bertie,Food,344903,18958556,2002
Bertie,Furniture,35321,1095216,2002
Bertie,General Merchandise,183496,16200082,2002
Bertie,Lumber And Building Material,64489,2898986,2002
Bertie,Unclassified,194576,6943335,2002
Bladen,Bladen,5103377,267434806,2002
Bladen,1% Tax,595628,30778905,2002
Bladen,2% And 3% Tax,60193,2166553,2002
Bladen,Apparel,144638,3419378,2002
Bladen,Automotive,840817,91864790,2002
Bladen,Food,929793,38757458,2002
Bladen,Furniture,150526,5223243,2002
Bladen,General Merchandise,965607,55176829,2002
Bladen,Lumber And Building Material,447084,18901634,2002
Bladen,Unclassified,969092,21146016,2002
Brunswick,Brunswick,25526250,882558762,2002
Brunswick,1% Tax,449367,24522883,2002
Brunswick,2% And 3% Tax,284620,12222100,2002
Brunswick,Apparel,997780,23836730,2002
Brunswick,Automotive,1060536,76398771,2002
Brunswick,Food,5539389,215042310,2002
Brunswick,Furniture,899755,22786262,2002
Brunswick,General Merchandise,6654272,258139642,2002
Brunswick,Lumber And Building Material,3719990,101406030,2002
Brunswick,Unclassified,5920540,148204035,2002
Carteret,Carteret,24546469,812703050,2002
Carteret,1% Tax,21447,1421634,2002
Carteret,2% And 3% Tax,619833,22600204,2002
Carteret,Apparel,691251,16335487,2002
Carteret,Automotive,732894,43789433,2002
Carteret,Food,5380577,219462257,2002
Carteret,Furniture,1009778,26054143,2002
Carteret,General Merchandise,6804307,218856945,2002
Carteret,Lumber And Building Material,2947250,75419795,2002
Carteret,Unclassified,6339133,188763151,2002
Caswell,Caswell,1167984,60829903,2002
Caswell,1% Tax,37748,2640913,2002
Caswell,2% And 3% Tax,14168,681953,2002
Caswell,Apparel,7037,162541,2002
Caswell,Automotive,149806,9113212,2002
Caswell,Food,410025,23503902,2002
Caswell,Furniture,42714,1987937,2002
Caswell,General Merchandise,154856,9984009,2002
Caswell,Lumber And Building Material,137518,3929885,2002
Caswell,Unclassified,214110,8825549,2002
Catawba,Catawba,60720961,2299790555,2002
Catawba,1% Tax,1069993,78764164,2002
Catawba,2% And 3% Tax,605280,23078075,2002
Catawba,Apparel,1738800,40637541,2002
Catawba,Automotive,4213101,386104961,2002
Catawba,Food,13037627,431396871,2002
Catawba,Furniture,3709736,185665049,2002
Catawba,General Merchandise,16924941,577025438,2002
Catawba,Lumber And Building Material,7962358,213214666,2002
Catawba,Unclassified,11459125,363903790,2002
Chatham,Chatham,8323832,384114309,2002
Chatham,1% Tax,186817,13139154,2002
Chatham,2% And 3% Tax,47824,2271600,2002
Chatham,Apparel,63644,1448171,2002
Chatham,Automotive,842437,90672673,2002
Chatham,Food,2053904,88664418,2002
Chatham,Furniture,701068,19893530,2002
Chatham,General Merchandise,2384739,104603565,2002
Chatham,Lumber And Building Material,1073390,32283898,2002
Chatham,Unclassified,970009,31137300,2002
Cherokee,Cherokee,8293842,349040726,2002
Cherokee,1% Tax,58245,3495282,2002
Cherokee,2% And 3% Tax,71352,3190148,2002
Cherokee,Apparel,343982,7992034,2002
Cherokee,Automotive,697056,92955870,2002
Cherokee,Food,1480421,55831739,2002
Cherokee,Furniture,552264,21724019,2002
Cherokee,General Merchandise,3199353,112707893,2002
Cherokee,Lumber And Building Material,823622,20771252,2002
Cherokee,Unclassified,1067546,30372490,2002
Cumberland,Cumberland,83372879,2974131160,2002
Cumberland,1% Tax,413143,21034670,2002
Cumberland,2% And 3% Tax,442047,19776270,2002
Cumberland,Apparel,3339616,79246936,2002
Cumberland,Automotive,4673742,483454175,2002
Cumberland,Food,17670276,665484523,2002
Cumberland,Furniture,6221275,156121298,2002
Cumberland,General Merchandise,23937086,769497563,2002
Cumberland,Lumber And Building Material,11010249,298741603,2002
Cumberland,Unclassified,15665445,480774123,2002
Currituck,Currituck,6642809,257152784,2002
Currituck,1% Tax,5139,341513,2002
Currituck,2% And 3% Tax,49819,2386679,2002
Currituck,Apparel,122157,8123373,2002
Currituck,Automotive,351771,45672171,2002
Currituck,Food,1721785,74853966,2002
Currituck,Furniture,171376,4998081,2002
Currituck,General Merchandise,1372640,40438265,2002
Currituck,Lumber And Building Material,333131,8204751,2002
