county,gross_collections,foreign_collections,refunds,net_collections,month,year,date,fiscal_year
Orange,5545140.89,6425.92,303622.44,5247944.37,july,2021,2021-07-01,2022
Pamlico,336999.84,437.97,1303.52,336134.29,july,2021,2021-07-01,2022
Pasquotank,1597718.96,1842.6,196601.44,1402960.12,july,2021,2021-07-01,2022
Pender,2038953.5,2815.72,4975.46,2036793.76,july,2021,2021-07-01,2022
Perquimans,230611.3,287.41,689.26,230209.45,july,2021,2021-07-01,2022
Person,1067336.32,1333.27,43645.49,1025024.1,july,2021,2021-07-01,2022
Pitt,6763651.61,9082.97,39820,6732914.58,july,2021,2021-07-01,2022
Polk,545385.71,711.78,6961.3,539136.19,july,2021,2021-07-01,2022
Randolph,3841130.17,4921.79,31480.82,3814571.14,july,2021,2021-07-01,2022
Richmond,1174988.25,1439.9,56449.09,1119979.06,july,2021,2021-07-01,2022
Robeson,3344228.77,4293.93,13142.1,3335380.6,july,2021,2021-07-01,2022
Rockingham,2609730.83,3302.02,25168.54,2587864.31,july,2021,2021-07-01,2022
Rowan,4297800.92,5568.71,57668.22,4245701.41,july,2021,2021-07-01,2022
Rutherford,2104063.73,2730.77,17363.54,2089430.96,july,2021,2021-07-01,2022
Sampson,1520801.9,1885.46,37793.96,1484893.4,july,2021,2021-07-01,2022
Scotland,992997.48,1246.33,26878.99,967364.82,july,2021,2021-07-01,2022
Stanly,2218764.8,2833.68,63931.24,2157667.24,july,2021,2021-07-01,2022
Stokes,853883.02,1027.04,40486.61,814423.45,july,2021,2021-07-01,2022
Surry,2860343.93,3720.19,28667.7,2835396.42,july,2021,2021-07-01,2022
Swain,592867.46,792.18,7976.52,585683.12,july,2021,2021-07-01,2022
Transylvania,1337786.12,1730.06,63641.93,1275874.25,july,2021,2021-07-01,2022
Tyrrell,76751.35,98.1,445.63,76403.82,july,2021,2021-07-01,2022
Union,6830930.81,8686.03,471621.64,6367995.2,july,2021,2021-07-01,2022
Vance,1297506.31,1663.89,14146.99,1285023.21,july,2021,2021-07-01,2022
Wake,55917674.09,70707.9,921911.41,55066470.58,july,2021,2021-07-01,2022
Warren,378041.97,482.81,688.27,377836.51,july,2021,2021-07-01,2022
Washington,257074.02,312,1759.04,255626.98,july,2021,2021-07-01,2022
Watauga,2709190.18,3757.27,23957.64,2688989.81,july,2021,2021-07-01,2022
Wayne,3503218.91,4566.4,41391.87,3466393.44,july,2021,2021-07-01,2022
Wilkes,1987198.3,2497.25,52833.52,1936862.03,july,2021,2021-07-01,2022
Wilson,2852538.22,3815.79,12264.62,2844089.39,july,2021,2021-07-01,2022
Yadkin,728170.48,907.45,4485.19,724592.74,july,2021,2021-07-01,2022
Yancey,466315.83,600.07,3757.03,463158.87,july,2021,2021-07-01,2022
Alamance,4333641.514213476,0,820394.304213476,3513247.21,june,2015,2015-06-01,2015
Alexander,439302.618958436,0,2534.528958436,436768.09,june,2015,2015-06-01,2015
Alleghany,156751.222121184,0,362.632121184,156388.59,june,2015,2015-06-01,2015
Anson,319354.210562784,0,39606.790562784,279747.42,june,2015,2015-06-01,2015
Ashe,548572.35159666,0,4378.97159666,544193.38,june,2015,2015-06-01,2015
Avery,452468.53995378,0,4928.22995378,447540.31,june,2015,2015-06-01,2015
Beaufort,1060713.043872176,0,7441.133872176,1053271.91,june,2015,2015-06-01,2015
Bertie,168858.828956168,0,4240.448956168,164618.38,june,2015,2015-06-01,2015
Bladen,450010.947429088,0,61509.667429088,388501.28,june,2015,2015-06-01,2015
Brunswick,3021857.998280012,0,78051.188280012,2943806.81,june,2015,2015-06-01,2015
Buncombe,9857259.920541968,0,237307.660541968,9619952.26,june,2015,2015-06-01,2015
Burke,1459331.79030372,0,325794.62030372,1133537.17,june,2015,2015-06-01,2015
Cabarrus,6680729.24226504,0,1279401.71226504,5401327.53,june,2015,2015-06-01,2015
Caldwell,1358001.492656844,0,138456.092656844,1219545.4,june,2015,2015-06-01,2015
Camden,95550.122686576,0,115.602686576,95434.52,june,2015,2015-06-01,2015
Carteret,2271535.2536587203,0,104771.65365872,2166763.6,june,2015,2015-06-01,2015
Caswell,161796.50023667997,0,245.42023668,161551.08,june,2015,2015-06-01,2015
Catawba,4426857.783191144,0,47442.853191144,4379414.93,june,2015,2015-06-01,2015
Chatham,1161533.104149928,0,3699.214149928,1157833.89,june,2015,2015-06-01,2015
Cherokee,596425.117776828,0,8985.767776828001,587439.35,june,2015,2015-06-01,2015
Chowan,245507.580756056,0,293.920756056,245213.66,june,2015,2015-06-01,2015
Clay,166236.07216466,0,880.73216466,165355.34,june,2015,2015-06-01,2015
Cleveland,1784447.826336088,0,44501.056336088,1739946.77,june,2015,2015-06-01,2015
Columbus,826911.160422264,0,12003.570422264,814907.5899999999,june,2015,2015-06-01,2015
Craven,2090955.180254688,0,100025.090254688,1990930.09,june,2015,2015-06-01,2015
Cumberland,8385158.178607728,0,37358.528607728,8347799.65,june,2015,2015-06-01,2015
Currituck,818135.478136656,0,56355.128136656,761780.35,june,2015,2015-06-01,2015
Dare,2713310.745315616,0,5974.695315616001,2707336.05,june,2015,2015-06-01,2015
Davidson,2854329.802658364,0,89342.612658364,2764987.19,june,2015,2015-06-01,2015
Davie,630913.312526756,0,15952.482526756,614960.83,june,2015,2015-06-01,2015
Duplin,873975.5508958278,0,6898.590895828,867076.9599999998,june,2015,2015-06-01,2015
Durham,14159975.73169314,0,4513777.121693141,9646198.61,june,2015,2015-06-01,2015
Edgecombe,948394.527071188,0,3751.827071188,944642.7,june,2015,2015-06-01,2015
Forsyth,9943800.18419284,0,1258277.32419284,8685522.859999998,june,2015,2015-06-01,2015
Franklin,824686.18644302,0,5708.24644302,818977.9399999998,june,2015,2015-06-01,2015
Gaston,4261968.726336724,0,14415.066336724,4247553.66,june,2015,2015-06-01,2015
Gates,83529.431727428,0,303.421727428,83226.00999999998,june,2015,2015-06-01,2015
Graham,133260.223196336,0,662.883196336,132597.34,june,2015,2015-06-01,2015
Granville,758094.4742613959,0,2481.3742613960003,755613.1,june,2015,2015-06-01,2015
Greene,165884.021128244,0,50260.481128244,115623.54,june,2015,2015-06-01,2015
Guilford,13618913.52907948,0,380644.04907948,13238269.48,june,2015,2015-06-01,2015
Halifax,1102243.768153484,0,46426.428153484,1055817.34,june,2015,2015-06-01,2015
Harnett,1713655.914449452,0,213066.654449452,1500589.26,june,2015,2015-06-01,2015
Haywood,1517514.982934528,0,13046.312934528,1504468.67,june,2015,2015-06-01,2015
Henderson,2336887.0696360683,0,182952.619636068,2153934.45,june,2015,2015-06-01,2015
Hertford,487864.153906444,0,1453.2539064440002,486410.9,june,2015,2015-06-01,2015
Hoke,435414.78393062,0,1733.39393062,433681.39,june,2015,2015-06-01,2015
Hyde,149629.994933448,0,412.954933448,149217.04,june,2015,2015-06-01,2015
Iredell,4403296.846578076,0,48871.296578076,4354425.55,june,2015,2015-06-01,2015
Jackson,979751.457399628,0,2937.857399628,976813.6,june,2015,2015-06-01,2015
Johnston,3276672.826006356,0,14140.046006356,3262532.78,june,2015,2015-06-01,2015
Jones,67936.280444512,0,818.190444512,67118.09,june,2015,2015-06-01,2015
Lee,1444415.805326456,0,5776.005326456,1438639.8,june,2015,2015-06-01,2015
Lenoir,1123830.689226096,0,3121.319226096,1120709.37,june,2015,2015-06-01,2015
Lincoln,1468906.795046096,0,22355.725046096,1446551.07,june,2015,2015-06-01,2015
Macon,931041.289438804,0,4300.149438804,926741.14,june,2015,2015-06-01,2015
Madison,220127.526535256,0,786.7365352559998,219340.79,june,2015,2015-06-01,2015
Martin,436455.144186736,0,7614.224186736,428840.92,june,2015,2015-06-01,2015
McDowell,722075.1596057,0,4262.9896057000005,717812.17,june,2015,2015-06-01,2015
Mecklenburg,42632294.43590357,0,1532884.435903564,41099410,june,2015,2015-06-01,2015
Mitchell,308859.39263328,0,9130.08263328,299729.31,june,2015,2015-06-01,2015
Montgomery,401167.076513416,0,582.216513416,400584.86,june,2015,2015-06-01,2015
Moore,2461256.195869192,0,10391.595869192,2450864.6,june,2015,2015-06-01,2015
Nash,2088864.023782072,0,12386.933782072,2076477.09,june,2015,2015-06-01,2015
New Hanover,8584527.360032888,0,71480.790032888,8513046.57,june,2015,2015-06-01,2015
Northampton,169483.280294648,0,957.630294648,168525.65,june,2015,2015-06-01,2015
Onslow,4053605.922309536,0,42502.662309536005,4011103.26,june,2015,2015-06-01,2015
Orange,4092111.042483916,0,65684.692483916,4026426.35,june,2015,2015-06-01,2015
Pamlico,211003.749905632,0,1753.769905632,209249.98,june,2015,2015-06-01,2015
Pasquotank,914235.231903192,0,1026.881903192,913208.35,june,2015,2015-06-01,2015
Pender,872061.7770928919,0,3853.777092892,868208,june,2015,2015-06-01,2015
Perquimans,132792.351285252,0,118.381285252,132673.97,june,2015,2015-06-01,2015
Person,688850.70130902,0,1215.32130902,687635.38,june,2015,2015-06-01,2015
Pitt,4356706.173478716,0,71913.303478716,4284792.87,june,2015,2015-06-01,2015
Polk,287952.239342644,0,1705.999342644,286246.24,june,2015,2015-06-01,2015
Randolph,2318441.779353508,0,12230.269353508,2306211.51,june,2015,2015-06-01,2015
Richmond,745071.730700152,0,4034.700700152,741037.03,june,2015,2015-06-01,2015
Robeson,2196439.659950696,0,503294.209950696,1693145.45,june,2015,2015-06-01,2015
Rockingham,1550914.109769444,0,13543.409769444,1537370.7,june,2015,2015-06-01,2015
Rowan,2687369.895318632,0,268871.665318632,2418498.23,june,2015,2015-06-01,2015
Rutherford,1114073.480518696,0,5712.690518696,1108360.79,june,2015,2015-06-01,2015
Sampson,1031372.840439092,0,6562.920439092,1024809.92,june,2015,2015-06-01,2015
Scotland,610755.876056612,0,4001.526056612,606754.35,june,2015,2015-06-01,2015
Stanly,1182878.26130868,0,4152.68130868,1178725.58,june,2015,2015-06-01,2015
Stokes,436848.243928216,0,1573.633928216,435274.61,june,2015,2015-06-01,2015
Surry,1892950.178558852,0,20038.388558852,1872911.79,june,2015,2015-06-01,2015
Swain,249762.818383496,0,665.1883834959999,249097.63,june,2015,2015-06-01,2015
Transylvania,681972.8636694921,0,3224.6836694920003,678748.18,june,2015,2015-06-01,2015
Tyrrell,50095.835750148,0,102.865750148,49992.97,june,2015,2015-06-01,2015
Union,3777242.31118356,0,19558.90118356,3757683.41,june,2015,2015-06-01,2015
Vance,937198.9231450362,0,1971.283145036,935227.64,june,2015,2015-06-01,2015
Wake,29112039.937865287,0,1466079.3578652882,27645960.58,june,2015,2015-06-01,2015
Warren,179689.117975248,0,412.487975248,179276.63,june,2015,2015-06-01,2015
Washington,167454.91525962,0,392.35525962,167062.56,june,2015,2015-06-01,2015
Watauga,1480379.949967524,0,30866.699967524,1449513.25,june,2015,2015-06-01,2015
Wayne,2471514.976567484,0,14903.636567484,2456611.34,june,2015,2015-06-01,2015
Wilkes,1196273.953459052,0,14397.143459052,1181876.81,june,2015,2015-06-01,2015
Wilson,1807568.244055288,0,43297.574055288,1764270.67,june,2015,2015-06-01,2015
Yadkin,470116.867117408,0,63342.617117408,406774.25,june,2015,2015-06-01,2015
Yancey,249498.211205444,0,2110.301205444,247387.91,june,2015,2015-06-01,2015
Alamance,4676258.3174150735,0,234792.497415074,4441465.82,june,2016,2016-06-01,2016
Alexander,456523.786103762,0,3564.646103762,452959.14,june,2016,2016-06-01,2016
Alleghany,165928.944397648,0,4046.354397648,161882.59,june,2016,2016-06-01,2016
Anson,344319.878330338,0,792.298330338,343527.58,june,2016,2016-06-01,2016
Ashe,567058.9771476721,0,3777.927147672,563281.05,june,2016,2016-06-01,2016
Avery,474318.48970535,0,8590.31970535,465728.17,june,2016,2016-06-01,2016
Beaufort,939247.1949466681,0,88143.064946668,851104.13,june,2016,2016-06-01,2016
Bertie,179442.49680460198,0,13833.566804602,165608.93,june,2016,2016-06-01,2016
Bladen,473896.954898788,0,739.844898788,473157.11,june,2016,2016-06-01,2016
Brunswick,3141142.0469378866,0,92802.326937886,3048339.72,june,2016,2016-06-01,2016
Buncombe,10138569.111862468,0,244695.381862468,9893873.73,june,2016,2016-06-01,2016
Burke,1520552.829860418,0,17460.949860418,1503091.88,june,2016,2016-06-01,2016
Cabarrus,6832769.394806244,0,1425939.004806244,5406830.39,june,2016,2016-06-01,2016
Caldwell,1285636.268078398,0,7875.528078398,1277760.74,june,2016,2016-06-01,2016
Camden,93731.78615192,0,2061.17615192,91670.61,june,2016,2016-06-01,2016
Carteret,2276891.540275852,0,5720.610275852,2271170.93,june,2016,2016-06-01,2016
Caswell,154116.37431222,0,181.15431222,153935.22,june,2016,2016-06-01,2016
Catawba,4641043.708584954,0,5272.628584954,4635771.08,june,2016,2016-06-01,2016
Chatham,1193465.78111899,0,3388.37111899,1190077.41,june,2016,2016-06-01,2016
Cherokee,600431.491143482,0,62073.691143482,538357.8,june,2016,2016-06-01,2016
Chowan,278293.743403524,0,49575.27340352401,228718.47,june,2016,2016-06-01,2016
Clay,168602.218663346,0,1927.778663346,166674.44,june,2016,2016-06-01,2016
Cleveland,1908972.9867675856,0,47682.846767586,1861290.14,june,2016,2016-06-01,2016
Columbus,827449.25883066,0,2717.70883066,824731.55,june,2016,2016-06-01,2016
Craven,2174263.636705824,0,5744.396705824,2168519.24,june,2016,2016-06-01,2016
Cumberland,8350935.176218781,0,123172.51621878,8227762.66,june,2016,2016-06-01,2016
Currituck,802504.6423889899,0,3013.70238899,799490.94,june,2016,2016-06-01,2016
Dare,2724565.744566304,0,141650.964566304,2582914.78,june,2016,2016-06-01,2016
Davidson,2814258.3653974663,0,228896.225397466,2585362.14,june,2016,2016-06-01,2016
Davie,666554.4274050441,0,45821.117405044,620733.31,june,2016,2016-06-01,2016
Duplin,922252.65149798,0,56151.63149798,866101.02,june,2016,2016-06-01,2016
Durham,14174408.256598009,0,506488.646598008,13667919.61,june,2016,2016-06-01,2016
Edgecombe,757888.7263284861,0,107629.866328486,650258.86,june,2016,2016-06-01,2016
Forsyth,10269775.187780976,0,2849080.927780976,7420694.26,june,2016,2016-06-01,2016
Franklin,849744.660597718,0,2855.210597718,846889.45,june,2016,2016-06-01,2016
Gaston,4439352.586144264,0,107106.246144264,4332246.34,june,2016,2016-06-01,2016
Gates,90082.293499292,0,82.553499292,89999.74,june,2016,2016-06-01,2016
Graham,140208.597935846,0,748.1579358460001,139460.44,june,2016,2016-06-01,2016
Granville,734048.654229508,0,67237.814229508,666810.84,june,2016,2016-06-01,2016
Greene,151117.219286374,0,700.4092863740001,150416.81,june,2016,2016-06-01,2016
Guilford,13928583.775854705,0,789653.2158547038,13138930.56,june,2016,2016-06-01,2016
Halifax,1038880.786520832,0,17287.316520832,1021593.47,june,2016,2016-06-01,2016
Harnett,1804574.195110988,0,6930.145110988,1797644.05,june,2016,2016-06-01,2016
Haywood,1544992.54151457,0,3935.26151457,1541057.28,june,2016,2016-06-01,2016
Henderson,2655423.4155634223,0,128086.755563422,2527336.66,june,2016,2016-06-01,2016
Hertford,492306.592867012,0,94676.22286701201,397630.37,june,2016,2016-06-01,2016
Hoke,437264.036822828,0,1914.676822828,435349.36,june,2016,2016-06-01,2016
Hyde,135615.394692838,0,758.8146928379998,134856.58,june,2016,2016-06-01,2016
Iredell,4627795.5348122325,0,39411.714812232,4588383.82,june,2016,2016-06-01,2016
Jackson,1020985.151653326,0,2326.831653326,1018658.32,june,2016,2016-06-01,2016
Johnston,3439926.7082329094,0,21330.628232910003,3418596.08,june,2016,2016-06-01,2016
Jones,74226.43518826799,0,1283.845188268,72942.59,june,2016,2016-06-01,2016
Lee,1544625.621379626,0,2679.041379626,1541946.58,june,2016,2016-06-01,2016
Lenoir,1125290.140472566,0,4197.820472566,1121092.32,june,2016,2016-06-01,2016
Lincoln,1511417.98373924,0,23907.93373924,1487510.05,june,2016,2016-06-01,2016
Macon,973736.216018056,0,1559.506018056,972176.71,june,2016,2016-06-01,2016
Madison,240559.9593835,0,425.3293835,240134.63,june,2016,2016-06-01,2016
Martin,454604.399263518,0,4740.099263518,449864.3,june,2016,2016-06-01,2016
McDowell,752025.3473925282,0,4155.297392528,747870.05,june,2016,2016-06-01,2016
Mecklenburg,44498278.38684889,0,2286447.37684889,42211831.01,june,2016,2016-06-01,2016
Mitchell,301865.74137093,0,2781.02137093,299084.72,june,2016,2016-06-01,2016
Montgomery,412874.633019912,0,1761.623019912,411113.01,june,2016,2016-06-01,2016
Moore,2457989.070112612,0,25343.330112612,2432645.74,june,2016,2016-06-01,2016
Nash,2124387.402461076,0,31231.292461076,2093156.11,june,2016,2016-06-01,2016
New Hanover,9050630.911654893,0,48393.03165489,9002237.88,june,2016,2016-06-01,2016
Northampton,175496.194060288,0,497.504060288,174998.69,june,2016,2016-06-01,2016
Onslow,4145159.0333297616,0,16642.513329761998,4128516.52,june,2016,2016-06-01,2016
Orange,3830930.170553626,0,128160.500553626,3702769.67,june,2016,2016-06-01,2016
Pamlico,202237.19092801,0,242.55092801,201994.64,june,2016,2016-06-01,2016
Pasquotank,847370.7373851821,0,77292.43738518198,770078.3,june,2016,2016-06-01,2016
Pender,986108.417757636,0,1180.597757636,984927.82,june,2016,2016-06-01,2016
Perquimans,190279.35655267,0,278.29655267,190001.06,june,2016,2016-06-01,2016
Person,640250.60722793,0,2658.9672279300003,637591.64,june,2016,2016-06-01,2016
Pitt,4300414.286497428,0,2288922.496497428,2011491.79,june,2016,2016-06-01,2016
Polk,309742.50806045,0,489.28806045,309253.22,june,2016,2016-06-01,2016
Randolph,2442411.165689392,0,9656.165689392,2432755,june,2016,2016-06-01,2016
Richmond,842265.442345732,0,2744.842345732,839520.6,june,2016,2016-06-01,2016
Robeson,2284981.5545442738,0,11309.004544274,2273672.55,june,2016,2016-06-01,2016
Rockingham,1550864.2932960498,0,278105.66329605,1272758.63,june,2016,2016-06-01,2016
Rowan,2781520.067011624,0,233677.91701162403,2547842.15,june,2016,2016-06-01,2016
Rutherford,1313980.432464348,0,22370.512464348,1291609.92,june,2016,2016-06-01,2016
Sampson,1146717.636795072,0,12288.956795072,1134428.68,june,2016,2016-06-01,2016
Scotland,657264.512227386,0,30610.202227386,626654.31,june,2016,2016-06-01,2016
Stanly,1217358.16589481,0,92413.29589481001,1124944.87,june,2016,2016-06-01,2016
Stokes,659224.852946452,0,10499.942946452,648724.91,june,2016,2016-06-01,2016
Surry,1933422.677158544,0,62850.967158544,1870571.71,june,2016,2016-06-01,2016
Swain,313003.617621882,0,551.227621882,312452.39,june,2016,2016-06-01,2016
Transylvania,768599.608374136,0,4792.478374136001,763807.13,june,2016,2016-06-01,2016
Tyrrell,64696.388996354,0,23413.118996354,41283.27,june,2016,2016-06-01,2016
Union,4162181.6037182654,0,39667.78371826599,4122513.82,june,2016,2016-06-01,2016
Vance,939616.512214052,0,10683.282214052,928933.23,june,2016,2016-06-01,2016
Wake,30079568.79345738,0,375040.953457382,29704527.84,june,2016,2016-06-01,2016
Warren,178413.0852084,0,4845.0152084,173568.07,june,2016,2016-06-01,2016
Washington,167943.296711828,0,542.616711828,167400.68,june,2016,2016-06-01,2016
Watauga,1556563.814816886,0,9541.724816886,1547022.09,june,2016,2016-06-01,2016
Wayne,2385004.404769268,0,10568.884769268,2374435.52,june,2016,2016-06-01,2016
Wilkes,1269574.947263294,0,12319.137263294,1257255.81,june,2016,2016-06-01,2016
Wilson,1956483.8643745056,0,9479.484374506,1947004.38,june,2016,2016-06-01,2016
Yadkin,471821.729830772,0,3714.199830772,468107.53,june,2016,2016-06-01,2016
Yancey,266261.770836324,0,22647.390836324,243614.38,june,2016,2016-06-01,2016
Alamance,4787343.01,91482.90000000001,546633.07,4332192.84,june,2017,2017-06-01,2017
Alexander,455189.91,7155.740000000001,39671.44,422674.21,june,2017,2017-06-01,2017
Alleghany,168242.00000000003,3240.74,3717.26,167765.48,june,2017,2017-06-01,2017
Anson,374626.0500000001,5296.469999999999,69719.7,310202.82,june,2017,2017-06-01,2017
Ashe,583719.91,9451.52,77051.24,516120.19,june,2017,2017-06-01,2017
Avery,529213.63,9876.12,58703.66,480386.09,june,2017,2017-06-01,2017
Beaufort,1000720.85,16926.8,157433.48,860214.17,june,2017,2017-06-01,2017
Bertie,183964.3,3504.65,2219.2,185249.75,june,2017,2017-06-01,2017
Bladen,467578.97,8677.970000000001,24154.16,452102.78,june,2017,2017-06-01,2017
Brunswick,3484209.35,71557.92,212254.52,3343512.75,june,2017,2017-06-01,2017
Buncombe,11004584.08,200675.52,937917.52,10267342.08,june,2017,2017-06-01,2017
Burke,1547202.59,20658.69,440322.57,1127538.71,june,2017,2017-06-01,2017
Cabarrus,7292920.4,127416.57,935166.86,6485170.11,june,2017,2017-06-01,2017
Caldwell,1340304.82,24139.21,118810.79,1245633.24,june,2017,2017-06-01,2017
Camden,101350.51,1994.38,1842.7,101502.19,june,2017,2017-06-01,2017
Carteret,2444786.38,50137.81,126190.18,2368734.01,june,2017,2017-06-01,2017
Caswell,168349.13999999998,2958.01,3130.25,168176.9,june,2017,2017-06-01,2017
Catawba,4838115.12,86777.73999999999,379498.87,4545393.99,june,2017,2017-06-01,2017
Chatham,1259038.99,23550.64,139238.94,1143350.69,june,2017,2017-06-01,2017
Cherokee,695792.06,11904.759999999998,66310.64,641386.1799999999,june,2017,2017-06-01,2017
Chowan,259416.19000000003,4126.72,48528.58,215014.33,june,2017,2017-06-01,2017
Clay,165449.01,3323.41,2864.69,165907.73,june,2017,2017-06-01,2017
Cleveland,1991968.05,33659.39,327506.95,1698120.49,june,2017,2017-06-01,2017
Columbus,894127.8999999998,14042.56,172819.35,735351.11,june,2017,2017-06-01,2017
Craven,2301174.7400000007,45112.8,170228.74000000002,2176058.8000000003,june,2017,2017-06-01,2017
Cumberland,8678488.13,155373.94999999998,659441.1399999999,8174420.94,june,2017,2017-06-01,2017
Currituck,865959.03,18786.21,19740.24,865005,june,2017,2017-06-01,2017
Dare,2989374.87,63680.91,163817.6,2889238.18,june,2017,2017-06-01,2017
Davidson,2945801.03,50900.02,186092.7,2810608.35,june,2017,2017-06-01,2017
Davie,677315.4,12747.97,56842.78,633220.59,june,2017,2017-06-01,2017
Duplin,937509.84,15107.16,103348.79,849268.21,june,2017,2017-06-01,2017
Durham,15545787.35,206550.18,3564261.41,12188076.12,june,2017,2017-06-01,2017
Edgecombe,839931.21,12073.06,136444.37,715559.9,june,2017,2017-06-01,2017
Forsyth,11169392.9,211034.21,1340794.5499999998,10039632.56,june,2017,2017-06-01,2017
Franklin,848839.38,16383.86,44574.39,820648.85,june,2017,2017-06-01,2017
Gaston,4595085.88,88145.88,341036.5,4342195.26,june,2017,2017-06-01,2017
Gates,89510.72000000002,1472.23,1250.27,89732.68,june,2017,2017-06-01,2017
Graham,220616.99,4551.54,7753.45,217415.08,june,2017,2017-06-01,2017
Granville,799764.03,14907.34,49866.71,764804.66,june,2017,2017-06-01,2017
Greene,165246.7,2692.55,2842.44,165096.81,june,2017,2017-06-01,2017
Guilford,15146861.46,258147.35,2996991.56,12408017.25,june,2017,2017-06-01,2017
Halifax,1135449.28,17020.52,209650.24,942819.56,june,2017,2017-06-01,2017
Harnett,1941975.47,34534.600000000006,92470.02,1884040.05,june,2017,2017-06-01,2017
Haywood,1586432.37,28252.28,103989.1,1510695.55,june,2017,2017-06-01,2017
Henderson,2645412.04,42960.79,578364.2000000001,2110008.63,june,2017,2017-06-01,2017
Hertford,491090.01,4809.35,197673.96,298225.4,june,2017,2017-06-01,2017
Hoke,440403.3,7769.25,35133.61,413038.94,june,2017,2017-06-01,2017
Hyde,139044.42,2935.36,3219.92,138759.86,june,2017,2017-06-01,2017
Iredell,4957214.7700000005,100984.79,325445.28,4732754.28,june,2017,2017-06-01,2017
Jackson,1106276.0199999998,19770.61,82389.25,1043657.38,june,2017,2017-06-01,2017
Johnston,3745822.29,74793.39999999998,234620.25,3585995.44,june,2017,2017-06-01,2017
Jones,93519.97,1705.31,6347.620000000001,88877.66,june,2017,2017-06-01,2017
Lee,1619396.4900000002,28968.65,108138.33,1540226.81,june,2017,2017-06-01,2017
Lenoir,1193622.93,23174.76,63374.23,1153423.46,june,2017,2017-06-01,2017
Lincoln,1640282.91,29523.39,216383.41,1453422.89,june,2017,2017-06-01,2017
Macon,1096409.0099999998,22330.37,64131.48,1054607.9,june,2017,2017-06-01,2017
Madison,252590.92,4759.22,9559.54,247790.6,june,2017,2017-06-01,2017
Martin,454490.70000000007,7593.469999999998,43592.12,418492.0500000001,june,2017,2017-06-01,2017
McDowell,775528.96,14495.94,56841.23,733183.67,june,2017,2017-06-01,2017
Mecklenburg,46969042.3,665435.64,11087757.89,36546720.05,june,2017,2017-06-01,2017
Mitchell,327094.85,5933.2300000000005,35874.6,297153.48,june,2017,2017-06-01,2017
Montgomery,447671.41,7308.26,38095.73,416883.94,june,2017,2017-06-01,2017
Moore,2705818.64,54890.32,157866.86,2602842.1,june,2017,2017-06-01,2017
Nash,2366920.41,46452.66,146685.28999999998,2266687.78,june,2017,2017-06-01,2017
New Hanover,9786919.04,187531.03000000003,458982.19000000006,9515467.88,june,2017,2017-06-01,2017
Northampton,185417.6,3603.59,3946.56,185074.63,june,2017,2017-06-01,2017
Onslow,4259247.739999999,76151.53,325059.37,4010339.9,june,2017,2017-06-01,2017
Orange,4206781.029999999,68282.4,139992.81,4135070.62,june,2017,2017-06-01,2017
Pamlico,218460.14,3600.57,36100.97,185959.74,june,2017,2017-06-01,2017
Pasquotank,979395.42,18755.29,84001.75,914148.96,june,2017,2017-06-01,2017
Pender,1042169.36,21079.85,43816.78,1019432.43,june,2017,2017-06-01,2017
Perquimans,131813.63,2437.2699999999995,2514.43,131736.47,june,2017,2017-06-01,2017
Person,688779.6000000001,12931.7,50518.55,651192.75,june,2017,2017-06-01,2017
Pitt,4909763.61,34320.09,2908539.28,2035544.42,june,2017,2017-06-01,2017
Polk,291937.53,5585.84,12219.26,285304.11,june,2017,2017-06-01,2017
Randolph,2659580.81,46146.67,179768.53,2525958.95,june,2017,2017-06-01,2017
Richmond,835332.14,15856.67,56603.39,794585.42,june,2017,2017-06-01,2017
Robeson,2469457.68,42711.01,179436.53,2332732.16,june,2017,2017-06-01,2017
Rockingham,1496418.85,24762.77,214383.78,1306797.84,june,2017,2017-06-01,2017
Rowan,2910764.5900000003,51873.56,164344.01,2798294.14,june,2017,2017-06-01,2017
Rutherford,1760108.4,35388.65,107997.57,1687499.48,june,2017,2017-06-01,2017
Sampson,1064645.99,18313.02,67723.98000000001,1015235.03,june,2017,2017-06-01,2017
Scotland,773367.81,14765.88,57280.97,730852.7200000002,june,2017,2017-06-01,2017
Stanly,1275919.2199999995,21824.12,196660.39,1101082.95,june,2017,2017-06-01,2017
Stokes,560882.39,9676.95,62924.88,507634.46,june,2017,2017-06-01,2017
Surry,1984996.49,34370.45,163181.15999999997,1856185.78,june,2017,2017-06-01,2017
Swain,278315.02,5670.74,4904.5,279081.26,june,2017,2017-06-01,2017
Transylvania,761447.9900000001,14232.33,76975.02,698705.3,june,2017,2017-06-01,2017
Tyrrell,54013.780000000006,1066.88,906.47,54174.19,june,2017,2017-06-01,2017
Union,4331676.47,83972.5,398924.43,4016724.54,june,2017,2017-06-01,2017
Vance,929068.81,17045.05,89612.99999999999,856500.86,june,2017,2017-06-01,2017
Wake,40402053.1,688993.7000000001,3752471.4,37338575.4,june,2017,2017-06-01,2017
Warren,226316.4,4337.26,3847.99,226805.67,june,2017,2017-06-01,2017
Washington,588453.2899999999,12909.93,12197.44,589165.78,june,2017,2017-06-01,2017
Watauga,1672631.7,33766.55,119175.78,1587222.47,june,2017,2017-06-01,2017
Wayne,2494339.88,47605.31,194984.62,2346960.57,june,2017,2017-06-01,2017
Wilkes,1401652.88,24663.94,81660.81,1344656.01,june,2017,2017-06-01,2017
Wilson,1965439.64,38274.06,142830.04,1860883.66,june,2017,2017-06-01,2017
