county,gross_collections,foreign_collections,refunds,net_collections,month,year,date,fiscal_year
Halifax,1171809.9,3925.82,44064.27,1131671.45,may,2020,2020-05-01,2020
Harnett,2626600.37,9331.48,49354.92,2586576.93,may,2020,2020-05-01,2020
Haywood,1622021.72,5759.87,6028.04,1621753.55,may,2020,2020-05-01,2020
Henderson,2753899.7,10250.03,35981.93,2728167.8,may,2020,2020-05-01,2020
Hertford,568292.31,1428.43,126536.04,443184.7,may,2020,2020-05-01,2020
Hoke,673810.78,2431.97,2310.43,673932.32,may,2020,2020-05-01,2020
Hyde,83683.1,290.61,57.43,83916.28,may,2020,2020-05-01,2020
Iredell,5343157.59,19680.48,298305.61,5064532.46,may,2020,2020-05-01,2020
Jackson,1205211.69,4401.55,9106.54,1200506.7,may,2020,2020-05-01,2020
Johnston,4409880.44,16882.12,16294.44,4410468.12,may,2020,2020-05-01,2020
Jones,126762.7,438.32,365.3,126835.72,may,2020,2020-05-01,2020
Lee,1835138.11,5366.4,319869.97,1520634.54,may,2020,2020-05-01,2020
Lenoir,1402162.12,4983.32,42404.32,1364741.12,may,2020,2020-05-01,2020
Lincoln,2350559.17,8692.88,11189.31,2348062.74,may,2020,2020-05-01,2020
Macon,1003928.18,7673.29,-291340.27,1302941.74,may,2020,2020-05-01,2020
Madison,301731.06,1040.01,748.68,302022.39,may,2020,2020-05-01,2020
Martin,493955.54,1726.11,562.18,495119.47,may,2020,2020-05-01,2020
McDowell,988035.48,3565.44,15034.43,976566.49,may,2020,2020-05-01,2020
Mecklenburg,43359546.93,201555.11,1438111.82,42122990.22,may,2020,2020-05-01,2020
Mitchell,329092.2,1177.9,140.87,330129.23,may,2020,2020-05-01,2020
Montgomery,559805.09,1892.33,8269.69,553427.73,may,2020,2020-05-01,2020
Moore,2893856.45,10594.27,14174.05,2890276.67,may,2020,2020-05-01,2020
Nash,2316500.31,8385.33,13415.96,2311469.68,may,2020,2020-05-01,2020
New Hanover,8605135.689999998,32207.67,105641.23,8531702.13,may,2020,2020-05-01,2020
Northampton,301386.09,1139.86,997.33,301528.62,may,2020,2020-05-01,2020
Onslow,5317382.18,19909.29,24676.05,5312615.42,may,2020,2020-05-01,2020
Orange,4031724.07,17375.07,50704.78,3998394.36,may,2020,2020-05-01,2020
Pamlico,246197.28,879.24,225.31,246851.21,may,2020,2020-05-01,2020
Pasquotank,1232247.72,4503.91,4478.45,1232273.18,may,2020,2020-05-01,2020
Pender,1253163.9,4761.98,1355.64,1256570.24,may,2020,2020-05-01,2020
Perquimans,193320.01,674.61,417.18,193577.44,may,2020,2020-05-01,2020
Person,835016.28,3053.31,750.28,837319.31,may,2020,2020-05-01,2020
Pitt,4821160.33,4250.8,3202018.81,1623392.32,may,2020,2020-05-01,2020
Polk,344292.54,1210.23,1744.83,343757.94,may,2020,2020-05-01,2020
Randolph,2936521.17,10207.95,23404.96,2923324.16,may,2020,2020-05-01,2020
Richmond,975705.19,3504.57,13650.12,965559.64,may,2020,2020-05-01,2020
Robeson,2725534.91,9466.52,37805.33,2697196.1,may,2020,2020-05-01,2020
Rockingham,1951077.12,6663.5,7959.92,1949780.7,may,2020,2020-05-01,2020
Rowan,3345491.21,11844.63,46418.65,3310917.19,may,2020,2020-05-01,2020
Rutherford,1493997.03,5222.34,7328.64,1491890.73,may,2020,2020-05-01,2020
Sampson,1264164.32,4396.53,7540.76,1261020.09,may,2020,2020-05-01,2020
Scotland,761514.88,2721.57,2176.43,762060.02,may,2020,2020-05-01,2020
Stanly,1846750.76,6521.52,55562.94,1797709.34,may,2020,2020-05-01,2020
Stokes,717551.36,2562.21,1432.72,718680.85,may,2020,2020-05-01,2020
Surry,2261791.97,7478.35,160871.95,2108398.37,may,2020,2020-05-01,2020
Swain,270954.41,918.82,1475.7,270397.53,may,2020,2020-05-01,2020
Transylvania,797168.31,2578.98,82055.25,717692.04,may,2020,2020-05-01,2020
Tyrrell,55189.73,188.41,69.12,55309.02,may,2020,2020-05-01,2020
Union,5181164.18,18748.14,317447.96,4882464.36,may,2020,2020-05-01,2020
Vance,1036770.75,3694.41,14083.97,1026381.19,may,2020,2020-05-01,2020
Wake,38255627.31,167193.15,3038582.37,35384238.09,may,2020,2020-05-01,2020
Warren,243860.43,762.93,11685.14,232938.22,may,2020,2020-05-01,2020
Washington,195937.57,644.33,328.23,196253.67,may,2020,2020-05-01,2020
Watauga,1389208.48,5117.62,25152.2,1369173.9,may,2020,2020-05-01,2020
Wayne,2860647.7,10214.08,102590.72,2768271.06,may,2020,2020-05-01,2020
Wilkes,1932501.58,6489.49,141463.06,1797528.01,may,2020,2020-05-01,2020
Wilson,2235561.08,8268.26,43206.93,2200622.41,may,2020,2020-05-01,2020
Yadkin,625838.1,2200.93,2127.02,625912.01,may,2020,2020-05-01,2020
Yancey,333188.61,1177.75,129.96,334236.4,may,2020,2020-05-01,2020
Alamance,6781023.97,35086.54,227412.49,6588698.02,may,2021,2021-05-01,2021
Alexander,754270.16,4028.36,3122.87,755175.65,may,2021,2021-05-01,2021
Alleghany,275236.79,975.9,1432.26,274780.43,may,2021,2021-05-01,2021
Anson,468304.86,2616.46,1078.58,469842.74,may,2021,2021-05-01,2021
Ashe,849570.29,4767.59,2266.5,852071.38,may,2021,2021-05-01,2021
Avery,852498.22,4411.8,62199.72,794710.3,may,2021,2021-05-01,2021
Beaufort,1442377.49,7715.49,15146.88,1434946.1,may,2021,2021-05-01,2021
Bertie,289769.48,1268.49,44232.91,246805.06,may,2021,2021-05-01,2021
Bladen,642710.86,3228.34,14755.93,631183.27,may,2021,2021-05-01,2021
Brunswick,5879221.84,32707.41,236374.2,5675555.05,may,2021,2021-05-01,2021
Buncombe,14086377.76,81291.13,222658.06,13945010.83,may,2021,2021-05-01,2021
Burke,2384980.76,10369.33,379398.28,2015951.81,may,2021,2021-05-01,2021
Cabarrus,9839110.45,45228.7,2080170.64,7804168.51,may,2021,2021-05-01,2021
Caldwell,1931068.13,10121.43,10280.39,1930909.17,may,2021,2021-05-01,2021
Camden,173363.71,933.05,436.26,173860.5,may,2021,2021-05-01,2021
Carteret,3506777.79,20303.59,11797.66,3515283.72,may,2021,2021-05-01,2021
Caswell,265620.81,1299.88,732.45,266188.24,may,2021,2021-05-01,2021
Catawba,6714075.81,38022.79,101218.61,6650879.99,may,2021,2021-05-01,2021
Chatham,2273553.22,12498.52,105847.7,2180204.04,may,2021,2021-05-01,2021
Cherokee,1058762.9,5788.95,55059.12,1009492.73,may,2021,2021-05-01,2021
Chowan,398729.94,2145.11,1505.77,399369.28,may,2021,2021-05-01,2021
Clay,280365.71,1555.72,1135.09,280786.34,may,2021,2021-05-01,2021
Cleveland,2836352.8,15077.57,53336.55,2798093.82,may,2021,2021-05-01,2021
Columbus,1271272.51,7325.94,10820.75,1267777.7,may,2021,2021-05-01,2021
Craven,3302784.77,7133,22889.95,3287027.82,may,2021,2021-05-01,2021
Cumberland,12443076.26,63321.99,1377160.73,11129237.52,may,2021,2021-05-01,2021
Currituck,1257742.75,7456.72,4767.54,1260431.93,may,2021,2021-05-01,2021
Dare,3825139.3,22201.7,23260.13,3824080.87,may,2021,2021-05-01,2021
Davidson,4404969.89,23011.67,292377.06,4135604.5,may,2021,2021-05-01,2021
Davie,1106983.67,4538.25,275222.45,836299.47,may,2021,2021-05-01,2021
Duplin,1312964.58,7100.12,9724.74,1310339.96,may,2021,2021-05-01,2021
Durham,20166893.55,120398.24,638375.85,19648915.94,may,2021,2021-05-01,2021
Edgecombe,1438298.83,7987.07,6149.29,1440136.61,may,2021,2021-05-01,2021
Forsyth,15901425.46,76372.22,2992840.21,12984957.47,may,2021,2021-05-01,2021
Franklin,1551426.58,8938.03,17105.92,1543258.69,may,2021,2021-05-01,2021
Gaston,7600392.679999999,42783.51,37227.8,7605948.389999999,may,2021,2021-05-01,2021
Gates,147734.29,731.64,1290.76,147175.17,may,2021,2021-05-01,2021
Graham,230424.72,1263.59,602.58,231085.73,may,2021,2021-05-01,2021
Granville,1161413.12,6568.48,4942.16,1163039.44,may,2021,2021-05-01,2021
Greene,283931.2,1447.42,4419.85,280958.77,may,2021,2021-05-01,2021
Guilford,19852808.34,105712.57,757282.59,19201238.32,may,2021,2021-05-01,2021
Halifax,1529139.56,8186.52,12423.12,1524902.96,may,2021,2021-05-01,2021
Harnett,3202781.15,18426.69,16526.77,3204681.07,may,2021,2021-05-01,2021
Haywood,2248779.67,12565.9,24369.09,2236976.48,may,2021,2021-05-01,2021
Henderson,3675652.85,7779.37,194612.76,3488819.46,may,2021,2021-05-01,2021
Hertford,672376.22,3619.53,34307.12,641688.63,may,2021,2021-05-01,2021
Hoke,774820.69,4118.83,11190.38,767749.14,may,2021,2021-05-01,2021
Hyde,167270.81,925.52,1368.55,166827.78,may,2021,2021-05-01,2021
Iredell,7472181.33,39761.54,493111.42,7018831.45,may,2021,2021-05-01,2021
Jackson,1751441.21,9701.71,70216.99,1690925.93,may,2021,2021-05-01,2021
Johnston,5718768.87,31952.48,33345.78,5717375.57,may,2021,2021-05-01,2021
Jones,147949.84,967.83,605.46,148312.21,may,2021,2021-05-01,2021
Lee,2446200.54,13926.17,12008.89,2448117.82,may,2021,2021-05-01,2021
Lenoir,1618738.95,8887.88,10310.24,1617316.59,may,2021,2021-05-01,2021
Lincoln,3115190.62,18013.7,16377.69,3116826.63,may,2021,2021-05-01,2021
Macon,1532871.38,8633.05,5020.72,1536483.71,may,2021,2021-05-01,2021
Madison,482551.33,11861.25,1849.68,492562.9,may,2021,2021-05-01,2021
Martin,659512.86,3624.08,7972.14,655164.8,may,2021,2021-05-01,2021
McDowell,1186914.99,6376.68,4805.72,1188485.95,may,2021,2021-05-01,2021
Mecklenburg,60038343.75,326713.21,3758307.35,56606749.61,may,2021,2021-05-01,2021
Mitchell,411985.13,2240.65,17731.53,396494.25,may,2021,2021-05-01,2021
Montgomery,646733.38,3377.25,17242.45,632868.18,may,2021,2021-05-01,2021
Moore,4359288.73,20811.99,830430.36,3549670.36,may,2021,2021-05-01,2021
Nash,3107269.49,15417.31,17701.03,3104985.77,may,2021,2021-05-01,2021
New Hanover,13407342.88,77022.57,375605.63,13108759.82,may,2021,2021-05-01,2021
Northampton,313784.32,1685.61,2066.56,313403.37,may,2021,2021-05-01,2021
Onslow,6776937.96,39541.9,51766.98,6764712.88,may,2021,2021-05-01,2021
Orange,5447391.98,32431.73,36025.38,5443798.33,may,2021,2021-05-01,2021
Pamlico,315851.84,1683.37,1173.62,316361.59,may,2021,2021-05-01,2021
Pasquotank,1536871.42,8708.18,6479.53,1539100.07,may,2021,2021-05-01,2021
Pender,1771234.76,9808.55,56856.26,1724187.05,may,2021,2021-05-01,2021
Perquimans,226417.19,1060.25,1811.57,225665.87,may,2021,2021-05-01,2021
Person,1035962.37,5628.23,-4480.56,1046071.16,may,2021,2021-05-01,2021
Pitt,6635759.58,37458.46,126035.87,6547182.17,may,2021,2021-05-01,2021
Polk,474717.76,7122.03,40790.17,441049.62,may,2021,2021-05-01,2021
Randolph,3760242.83,21489.65,36200.7,3745531.78,may,2021,2021-05-01,2021
Richmond,1232276.21,6171,81201.85,1157245.36,may,2021,2021-05-01,2021
Robeson,3298321.6,17923.52,50388.23,3265856.89,may,2021,2021-05-01,2021
Rockingham,2549815.68,13922.48,9640.29,2554097.87,may,2021,2021-05-01,2021
Rowan,4117172.29,20819.37,364718.14,3773273.52,may,2021,2021-05-01,2021
Rutherford,2060968.68,11407.59,22485.13,2049891.14,may,2021,2021-05-01,2021
Sampson,1540371.47,8119.03,126771.27,1421719.23,may,2021,2021-05-01,2021
Scotland,961916.1,3588.38,261697.39,703807.09,may,2021,2021-05-01,2021
Stanly,2215801.15,11840.28,109576.13,2118065.3,may,2021,2021-05-01,2021
Stokes,848280.42,3811.74,16182.56,835909.6,may,2021,2021-05-01,2021
Surry,2816922.1,14340.01,240866.04,2590396.07,may,2021,2021-05-01,2021
Swain,469034.93,2639.03,2665.95,469008.01,may,2021,2021-05-01,2021
Transylvania,1118201.62,6271.95,8147.91,1116325.66,may,2021,2021-05-01,2021
Tyrrell,72216.07,386.74,-837.35,73440.16,may,2021,2021-05-01,2021
Union,6535586.69,36331,109112.98,6462804.71,may,2021,2021-05-01,2021
Vance,1338377.79,7180.38,8479.969999999998,1337078.2,may,2021,2021-05-01,2021
Wake,52830427.86,289371.25,4416365.71,48703433.4,may,2021,2021-05-01,2021
Warren,290845.61,1534.95,-10524.42,302904.98,may,2021,2021-05-01,2021
Washington,250574.15,1265.72,1171,250668.87,may,2021,2021-05-01,2021
Watauga,2319453.92,11873.92,210473.67,2120854.17,may,2021,2021-05-01,2021
Wayne,3585800.04,19409.41,23346.25,3581863.2,may,2021,2021-05-01,2021
Wilkes,1899298.14,9013.49,248061.1,1660250.53,may,2021,2021-05-01,2021
Wilson,2737156.01,14665.63,18057.66,2733763.98,may,2021,2021-05-01,2021
Yadkin,712402.42,3425.89,14751.41,701076.9,may,2021,2021-05-01,2021
Yancey,431340.07,2285.8,1172.92,432452.95,may,2021,2021-05-01,2021
Alamance,4491854.478169733,0,175264.85816973302,4316589.62,november,2015,2015-11-01,2016
Alexander,422407.04247554496,0,110924.232475545,311482.81,november,2015,2015-11-01,2016
Alleghany,169576.864856737,0,9231.354856737002,160345.51,november,2015,2015-11-01,2016
Anson,316268.89926876203,0,8038.199268762,308230.7,november,2015,2015-11-01,2016
Ashe,548569.465061961,0,5599.685061961,542969.78,november,2015,2015-11-01,2016
Avery,477743.42216642096,0,3664.372166421,474079.05,november,2015,2015-11-01,2016
Beaufort,925112.036856376,0,104210.856856376,820901.18,november,2015,2015-11-01,2016
Bertie,199769.88084696096,0,12394.060846961002,187375.82,november,2015,2015-11-01,2016
Bladen,403388.287604132,0,100771.537604132,302616.75,november,2015,2015-11-01,2016
Brunswick,2601479.393573083,0,138544.723573083,2462934.67,november,2015,2015-11-01,2016
Buncombe,10318313.905824782,0,555860.345824781,9762453.56,november,2015,2015-11-01,2016
Burke,1432695.626107729,0,283323.006107729,1149372.62,november,2015,2015-11-01,2016
Cabarrus,6272420.288183518,0,1907264.788183518,4365155.5,november,2015,2015-11-01,2016
Caldwell,1246949.919759838,0,146830.089759838,1100119.83,november,2015,2015-11-01,2016
Camden,94386.360684477,0,10044.200684477,84342.16,november,2015,2015-11-01,2016
Carteret,1875840.075524576,0,30420.495524576,1845419.58,november,2015,2015-11-01,2016
Caswell,163305.81423029,0,26319.84423029,136985.97,november,2015,2015-11-01,2016
Catawba,4230015.241190266,0,174773.251190266,4055241.99,november,2015,2015-11-01,2016
Chatham,1187790.0139592711,0,7956.663959270998,1179833.35,november,2015,2015-11-01,2016
Cherokee,592951.523942536,0,100342.183942536,492609.34,november,2015,2015-11-01,2016
Chowan,232178.403485327,0,72219.373485327,159959.03,november,2015,2015-11-01,2016
Clay,155499.84682039,0,1073.12682039,154426.72,november,2015,2015-11-01,2016
Cleveland,1765918.4553721931,0,169433.865372193,1596484.59,november,2015,2015-11-01,2016
Columbus,773154.075529271,0,127830.185529271,645323.89,november,2015,2015-11-01,2016
Craven,2040099.0878807136,0,153113.627880714,1886985.46,november,2015,2015-11-01,2016
Cumberland,8189281.941499704,0,698869.3214997039,7490412.62,november,2015,2015-11-01,2016
Currituck,543630.50777638,0,86386.72777638,457243.78,november,2015,2015-11-01,2016
Dare,1941450.605824213,0,198879.095824213,1742571.51,november,2015,2015-11-01,2016
Davidson,2558595.160104888,0,125476.970104888,2433118.19,november,2015,2015-11-01,2016
Davie,616848.4501480849,0,14243.500148085,602604.95,november,2015,2015-11-01,2016
Duplin,836494.042720162,0,54108.932720162,782385.11,november,2015,2015-11-01,2016
Durham,14081201.158093752,0,738100.1180937539,13343101.04,november,2015,2015-11-01,2016
Edgecombe,797387.547313645,0,216185.907313645,581201.64,november,2015,2015-11-01,2016
Forsyth,10284613.10638389,0,2809352.346383891,7475260.76,november,2015,2015-11-01,2016
Franklin,827592.0241780032,0,47866.494178003,779725.53,november,2015,2015-11-01,2016
Gaston,4086424.4971703887,0,42875.657170389,4043548.84,november,2015,2015-11-01,2016
Gates,85780.15127672,0,218.01127672,85562.14,november,2015,2015-11-01,2016
Graham,134627.66908368,0,15693.99908368,118933.67,november,2015,2015-11-01,2016
Granville,736379.2586639619,0,35494.888663962,700884.37,november,2015,2015-11-01,2016
Greene,163631.377829558,0,31104.927829558,132526.45,november,2015,2015-11-01,2016
Guilford,13753423.87334737,0,1197478.4333473707,12555945.44,november,2015,2015-11-01,2016
Halifax,990177.6711517267,0,14484.571151727,975693.1,november,2015,2015-11-01,2016
Harnett,1713596.166182217,0,30637.266182217,1682958.9,november,2015,2015-11-01,2016
Haywood,1580402.613217041,0,26753.353217041,1553649.26,november,2015,2015-11-01,2016
Henderson,2395694.759125072,0,565603.589125072,1830091.17,november,2015,2015-11-01,2016
Hertford,494271.357896124,0,114207.687896124,380063.67,november,2015,2015-11-01,2016
Hoke,417995.67273668,0,2514.03273668,415481.64,november,2015,2015-11-01,2016
Hyde,100586.594763889,0,4464.144763889,96122.45,november,2015,2015-11-01,2016
Iredell,4118788.16277304,0,494264.49277304,3624523.67,november,2015,2015-11-01,2016
Jackson,956792.0530781059,0,5031.953078106,951760.1,november,2015,2015-11-01,2016
Johnston,3136789.6190189933,0,286919.729018993,2849869.89,november,2015,2015-11-01,2016
Jones,70179.882220827,0,15659.722220827,54520.16,november,2015,2015-11-01,2016
Lee,1445107.436753704,0,10177.406753704,1434930.03,november,2015,2015-11-01,2016
Lenoir,1059888.7908068942,0,199709.480806894,860179.31,november,2015,2015-11-01,2016
Lincoln,1320180.159381078,0,68093.28938107801,1252086.87,november,2015,2015-11-01,2016
Macon,1033071.369061299,0,8944.319061299,1024127.05,november,2015,2015-11-01,2016
Madison,243371.385518002,0,11543.845518002,231827.54,november,2015,2015-11-01,2016
Martin,411133.58542850096,0,52824.985428501,358308.6,november,2015,2015-11-01,2016
McDowell,735820.323981315,0,90936.813981315,644883.51,november,2015,2015-11-01,2016
Mecklenburg,41437111.03692109,0,7586012.636921095,33851098.4,november,2015,2015-11-01,2016
Mitchell,294204.817937973,0,18239.787937973,275965.03,november,2015,2015-11-01,2016
Montgomery,378745.765106266,0,16002.375106266,362743.39,november,2015,2015-11-01,2016
Moore,2347894.689220316,0,27382.349220316,2320512.34,november,2015,2015-11-01,2016
Nash,2066287.7332768529,0,20716.413276853,2045571.32,november,2015,2015-11-01,2016
New Hanover,7805727.53083632,0,809953.34083632,6995774.19,november,2015,2015-11-01,2016
Northampton,170366.247424239,0,12319.357424239,158046.89,november,2015,2015-11-01,2016
Onslow,3808984.678134698,0,21943.388134698,3787041.29,november,2015,2015-11-01,2016
Orange,3572896.830186407,0,327185.9401864069,3245710.89,november,2015,2015-11-01,2016
Pamlico,176456.049880256,0,16667.369880256,159788.68,november,2015,2015-11-01,2016
Pasquotank,929583.5529266141,0,14076.512926614,915507.04,november,2015,2015-11-01,2016
Pender,771448.767942825,0,76126.23794282501,695322.53,november,2015,2015-11-01,2016
Perquimans,125974.693679282,0,3883.863679282,122090.83,november,2015,2015-11-01,2016
Person,676206.9150781421,0,82829.12507814198,593377.79,november,2015,2015-11-01,2016
Pitt,4532839.586559689,0,2141525.236559689,2391314.35,november,2015,2015-11-01,2016
Polk,274991.865817025,0,45050.335817025,229941.53,november,2015,2015-11-01,2016
Randolph,2318661.2762069334,0,276977.976206934,2041683.3,november,2015,2015-11-01,2016
Richmond,822980.8045872828,0,-7911.315412716998,830892.12,november,2015,2015-11-01,2016
Robeson,2173444.489287556,0,18249.929287556,2155194.56,november,2015,2015-11-01,2016
Rockingham,1400819.824387802,0,125090.214387802,1275729.61,november,2015,2015-11-01,2016
Rowan,2564316.8530486943,0,264340.883048694,2299975.97,november,2015,2015-11-01,2016
Rutherford,1133391.000053058,0,87421.050053058,1045969.95,november,2015,2015-11-01,2016
Sampson,998687.171644091,0,10557.141644091,988130.03,november,2015,2015-11-01,2016
Scotland,576113.151304784,0,58911.461304784,517201.69,november,2015,2015-11-01,2016
Stanly,1135574.068363097,0,296199.508363097,839374.56,november,2015,2015-11-01,2016
Stokes,432775.77681151696,0,51732.696811517,381043.08,november,2015,2015-11-01,2016
Surry,1838868.1613917688,0,423400.961391769,1415467.2,november,2015,2015-11-01,2016
Swain,259933.403096803,0,20275.643096803,239657.76,november,2015,2015-11-01,2016
Transylvania,650572.732728421,0,107147.822728421,543424.91,november,2015,2015-11-01,2016
Tyrrell,46791.727942271,0,23519.957942271,23271.77,november,2015,2015-11-01,2016
Union,3695397.749114851,0,321245.96911485103,3374151.78,november,2015,2015-11-01,2016
Vance,873833.918820029,0,62880.408820029,810953.51,november,2015,2015-11-01,2016
Wake,28610671.9619906,0,2867154.4019906046,25743517.56,november,2015,2015-11-01,2016
Warren,191455.902980743,0,4806.472980743,186649.43,november,2015,2015-11-01,2016
Washington,158287.70175625,0,8701.20175625,149586.5,november,2015,2015-11-01,2016
Watauga,1744918.20728451,0,55602.62728451,1689315.58,november,2015,2015-11-01,2016
Wayne,2313686.627516907,0,44105.687516907004,2269580.94,november,2015,2015-11-01,2016
Wilkes,1154922.793477008,0,38397.243477008,1116525.55,november,2015,2015-11-01,2016
Wilson,1735313.557810187,0,156509.027810187,1578804.53,november,2015,2015-11-01,2016
Yadkin,461051.310796853,0,59152.150796853,401899.16,november,2015,2015-11-01,2016
Yancey,250230.502786174,0,3123.522786174,247106.98,november,2015,2015-11-01,2016
Alamance,4604695.82,24458.98,254696.87,4374457.93,november,2016,2016-11-01,2017
Alexander,451696.19,2123.53,6977.48,446842.24,november,2016,2016-11-01,2017
Alleghany,171434.91,858.75,1864.54,170429.12,november,2016,2016-11-01,2017
Anson,335151.29,1558.18,14347.55,322361.92,november,2016,2016-11-01,2017
Ashe,605049.26,2928.74,45977.78,562000.22,november,2016,2016-11-01,2017
Avery,524484.92,2464.02,68273.48,458675.46,november,2016,2016-11-01,2017
Beaufort,916201.09,4740.25,9302.26,911639.08,november,2016,2016-11-01,2017
Bertie,185662.79,904.55,1904.31,184663.03,november,2016,2016-11-01,2017
Bladen,450761.8000000001,2234.48,4161.1900000000005,448835.09,november,2016,2016-11-01,2017
Brunswick,2788344.9,15453.46,23269.13,2780529.23,november,2016,2016-11-01,2017
