county,gross_collections,taxable_sales,month,year,date,fiscal_year
Davidson,4167103.03,97536671,february,2008,2008-02-01,2008
Davie,963310.01,22597921,february,2008,2008-02-01,2008
Duplin,881086.8,20309921,february,2008,2008-02-01,2008
Durham,14188520.62,332583192,february,2008,2008-02-01,2008
Edgecombe,902824.17,20802116,february,2008,2008-02-01,2008
Forsyth,17091613.18,401136748,february,2008,2008-02-01,2008
Franklin,907375.32,21221705,february,2008,2008-02-01,2008
Gaston,5954952.25,139006049,february,2008,2008-02-01,2008
Gates,69451.78,1576309,february,2008,2008-02-01,2008
Graham,107175.95,2459059,february,2008,2008-02-01,2008
Granville,697408.24,16264948,february,2008,2008-02-01,2008
Greene,151153.62,3541043,february,2008,2008-02-01,2008
Guilford,21998890.74,516080920,february,2008,2008-02-01,2008
Halifax,1348638.52,31682589,february,2008,2008-02-01,2008
Harnett,1805006.41,44016120,february,2008,2008-02-01,2008
Haywood,2128175.73,49795117,february,2008,2008-02-01,2008
Henderson,2885356.02,67412376,february,2008,2008-02-01,2008
Hertford,592536.76,13894886,february,2008,2008-02-01,2008
Hoke,244674.64,5721222,february,2008,2008-02-01,2008
Hyde,61659.87,1444602,february,2008,2008-02-01,2008
Iredell,7055409.36,165515627,february,2008,2008-02-01,2008
Jackson,1250296.6,29132568,february,2008,2008-02-01,2008
Johnston,4198525.96,98881285,february,2008,2008-02-01,2008
Jones,88461.37,2047992,february,2008,2008-02-01,2008
Lee,2319526.76,55078493,february,2008,2008-02-01,2008
Lenoir,1979191.95,46481672,february,2008,2008-02-01,2008
Lincoln,2057611.06,48935603,february,2008,2008-02-01,2008
Macon,1565698.71,36706407,february,2008,2008-02-01,2008
Madison,161346.89,3770110,february,2008,2008-02-01,2008
Martin,553688.95,12880458,february,2008,2008-02-01,2008
McDowell,954838.44,22354917,february,2008,2008-02-01,2008
Mecklenburg,52100492.410000004,1221415056,february,2008,2008-02-01,2008
Mitchell,478357.46,11252649,february,2008,2008-02-01,2008
Montgomery,469056.84,11000915,february,2008,2008-02-01,2008
Moore,2976105.05,69872692,february,2008,2008-02-01,2008
Nash,3867008.92,91073153,february,2008,2008-02-01,2008
New Hanover,10246368.97,240228924,february,2008,2008-02-01,2008
Northampton,113928.4,2747051,february,2008,2008-02-01,2008
Onslow,4756470.96,111734230,february,2008,2008-02-01,2008
Orange,3677857.44,85844343,february,2008,2008-02-01,2008
Pamlico,212758.36,5054480,february,2008,2008-02-01,2008
Pasquotank,1656981.36,38880028,february,2008,2008-02-01,2008
Pender,712285.15,16740544,february,2008,2008-02-01,2008
Perquimans,158456.19,3710735,february,2008,2008-02-01,2008
Person,1109196.2,25979242,february,2008,2008-02-01,2008
Pitt,5735301.11,134402834,february,2008,2008-02-01,2008
Polk,210537.29,4841833,february,2008,2008-02-01,2008
Randolph,3056988.43,71233185,february,2008,2008-02-01,2008
Richmond,1163219.26,27352924,february,2008,2008-02-01,2008
Robeson,2675586.27,62801662,february,2008,2008-02-01,2008
Rockingham,2152800.51,50455282,february,2008,2008-02-01,2008
Rowan,3064227.38,72142230,february,2008,2008-02-01,2008
Rutherford,1631919.53,38623971,february,2008,2008-02-01,2008
Sampson,1234492.19,28975398,february,2008,2008-02-01,2008
Scotland,1030668.57,25177491,february,2008,2008-02-01,2008
Stanly,1784804.83,42956357,february,2008,2008-02-01,2008
Stokes,435902.01,10204329,february,2008,2008-02-01,2008
Surry,2807643.53,65795594,february,2008,2008-02-01,2008
Swain,147183.56,3442922,february,2008,2008-02-01,2008
Transylvania,1005921.52,23575889,february,2008,2008-02-01,2008
Tyrrell,43210.3,952286,february,2008,2008-02-01,2008
Union,4914852.42,114463838,february,2008,2008-02-01,2008
Vance,1384593.64,32944705,february,2008,2008-02-01,2008
Wake,44021954.2,1032414027,february,2008,2008-02-01,2008
Warren,167978.27,3943771,february,2008,2008-02-01,2008
Washington,157996.65,3692563,february,2008,2008-02-01,2008
Watauga,2481457.67,58198927,february,2008,2008-02-01,2008
Wayne,3974003.01,93437581,february,2008,2008-02-01,2008
Wilkes,1850091.25,43430577,february,2008,2008-02-01,2008
Wilson,3154092.98,73844380,february,2008,2008-02-01,2008
Yadkin,639328.87,14944870,february,2008,2008-02-01,2008
Yancey,329943.75,7714451,february,2008,2008-02-01,2008
Foreign,-53850440.260000005,1416481460,february,2008,2008-02-01,2008
Alamance,3990180.34,93766140,march,2008,2008-03-01,2008
Alexander,286415.68,6795943,march,2008,2008-03-01,2008
Alleghany,213747.22,5016815,march,2008,2008-03-01,2008
Anson,294918.49,6892550,march,2008,2008-03-01,2008
Ashe,338579.33,7911276,march,2008,2008-03-01,2008
Avery,550922.54,12916642,march,2008,2008-03-01,2008
Beaufort,926005.88,21974189,march,2008,2008-03-01,2008
Bertie,123827.85,2886618,march,2008,2008-03-01,2008
Bladen,329718.17,7664385,march,2008,2008-03-01,2008
Brunswick,2050390.51,47758178,march,2008,2008-03-01,2008
Buncombe,8429339.12,197303778,march,2008,2008-03-01,2008
Burke,1223150.64,28678392,march,2008,2008-03-01,2008
Cabarrus,5479898.95,128400222,march,2008,2008-03-01,2008
Caldwell,1385467.36,32428110,march,2008,2008-03-01,2008
Camden,127245.45,3012676,march,2008,2008-03-01,2008
Carteret,1697418.45,40149609,march,2008,2008-03-01,2008
Caswell,115767.89,2671313,march,2008,2008-03-01,2008
Catawba,5550456.85,130516423,march,2008,2008-03-01,2008
Chatham,338885.04,7746557,march,2008,2008-03-01,2008
Cherokee,575791.13,13520446,march,2008,2008-03-01,2008
Chowan,273749.11,6372014,march,2008,2008-03-01,2008
Clay,176403.17,4074750,march,2008,2008-03-01,2008
Cleveland,1930960.99,45172107,march,2008,2008-03-01,2008
Columbus,874175.71,20382861,march,2008,2008-03-01,2008
Craven,2222112.96,52161120,march,2008,2008-03-01,2008
Cumberland,8485074.47,199917437,march,2008,2008-03-01,2008
Currituck,454635.86,10699571,march,2008,2008-03-01,2008
Dare,1428235.35,33492051,march,2008,2008-03-01,2008
Davidson,2696767.63,63125953,march,2008,2008-03-01,2008
Davie,527516.78,12382949,march,2008,2008-03-01,2008
Duplin,662434.54,15675142,march,2008,2008-03-01,2008
Durham,11909975.19,279045203,march,2008,2008-03-01,2008
Edgecombe,865029.47,20209089,march,2008,2008-03-01,2008
Forsyth,13153895.71,306897407,march,2008,2008-03-01,2008
Franklin,794492.81,18621864,march,2008,2008-03-01,2008
Gaston,4421573.5,103692894,march,2008,2008-03-01,2008
Gates,46875.29,1093403,march,2008,2008-03-01,2008
Graham,98553.4,2269991,march,2008,2008-03-01,2008
Granville,835681.83,19550070,march,2008,2008-03-01,2008
Greene,135482.88,3126331,march,2008,2008-03-01,2008
Guilford,18929380.76,443913335,march,2008,2008-03-01,2008
Halifax,933811.59,21924172,march,2008,2008-03-01,2008
Harnett,1442442.22,35598619,march,2008,2008-03-01,2008
Haywood,1344743.31,31349792,march,2008,2008-03-01,2008
Henderson,2336817.61,54650698,march,2008,2008-03-01,2008
Hertford,542816.43,12739049,march,2008,2008-03-01,2008
Hoke,233871.03,5441824,march,2008,2008-03-01,2008
Hyde,47516.51,1094259,march,2008,2008-03-01,2008
Iredell,4778317.51,112302690,march,2008,2008-03-01,2008
Jackson,677501.31,15653030,march,2008,2008-03-01,2008
Johnston,3085940.51,72692298,march,2008,2008-03-01,2008
Jones,72857.84,1692329,march,2008,2008-03-01,2008
Lee,1583214.1,38282473,march,2008,2008-03-01,2008
Lenoir,1447030.67,34070599,march,2008,2008-03-01,2008
Lincoln,1113903.02,26703898,march,2008,2008-03-01,2008
Macon,834201.02,19485645,march,2008,2008-03-01,2008
Madison,170006.85,3942940,march,2008,2008-03-01,2008
Martin,455590.15,10635481,march,2008,2008-03-01,2008
McDowell,624574.72,14649861,march,2008,2008-03-01,2008
Mecklenburg,43311233.25,1013366947,march,2008,2008-03-01,2008
Mitchell,253948.51,5970511,march,2008,2008-03-01,2008
Montgomery,265567.41,6317737,march,2008,2008-03-01,2008
Moore,2033917.41,48019628,march,2008,2008-03-01,2008
Nash,2864043.97,67385746,march,2008,2008-03-01,2008
New Hanover,7868479.56,184448342,march,2008,2008-03-01,2008
Northampton,141292.7,3261434,march,2008,2008-03-01,2008
Onslow,3587470.26,84257945,march,2008,2008-03-01,2008
Orange,2880723.99,67415858,march,2008,2008-03-01,2008
Pamlico,162106.01,3840724,march,2008,2008-03-01,2008
Pasquotank,970560.34,22568138,march,2008,2008-03-01,2008
Pender,519277.8,12153100,march,2008,2008-03-01,2008
Perquimans,121015.38,2807965,march,2008,2008-03-01,2008
Person,743958.27,17455470,march,2008,2008-03-01,2008
Pitt,4866026.97,113522007,march,2008,2008-03-01,2008
Polk,219348.2,5102678,march,2008,2008-03-01,2008
Randolph,2087105.5,48770975,march,2008,2008-03-01,2008
Richmond,692727.64,16405581,march,2008,2008-03-01,2008
Robeson,2098243.44,49161492,march,2008,2008-03-01,2008
Rockingham,1224345.03,28710738,march,2008,2008-03-01,2008
Rowan,2203762.19,51832419,march,2008,2008-03-01,2008
Rutherford,953491.53,22555807,march,2008,2008-03-01,2008
Sampson,878995.11,20613200,march,2008,2008-03-01,2008
Scotland,662390.75,16613635,march,2008,2008-03-01,2008
Stanly,1210195.9,29069696,march,2008,2008-03-01,2008
Stokes,428538.96,10002212,march,2008,2008-03-01,2008
Surry,1423431.42,33299166,march,2008,2008-03-01,2008
Swain,171092.13,4054983,march,2008,2008-03-01,2008
Transylvania,615687.66,14407642,march,2008,2008-03-01,2008
Tyrrell,40279.35,926449,march,2008,2008-03-01,2008
Union,3320625.21,77620833,march,2008,2008-03-01,2008
Vance,868041.07,20647530,march,2008,2008-03-01,2008
Wake,34744272.08,815124537,march,2008,2008-03-01,2008
Warren,164843.3,3842088,march,2008,2008-03-01,2008
Washington,158553.24,3698985,march,2008,2008-03-01,2008
Watauga,1638231.28,38380710,march,2008,2008-03-01,2008
Wayne,2863483.98,67323410,march,2008,2008-03-01,2008
Wilkes,1088393.56,25465454,march,2008,2008-03-01,2008
Wilson,2298414,53833775,march,2008,2008-03-01,2008
Yadkin,558624.13,13034176,march,2008,2008-03-01,2008
Yancey,286350.9,6727106,march,2008,2008-03-01,2008
Foreign,116178305.88,1319499452,march,2008,2008-03-01,2008
Alamance,5839836.53,137355450,april,2008,2008-04-01,2008
Alexander,467930.07,11074888,april,2008,2008-04-01,2008
Alleghany,217515.92,5104095,april,2008,2008-04-01,2008
Anson,383628.9,8979798,april,2008,2008-04-01,2008
Ashe,653949.86,15190448,april,2008,2008-04-01,2008
Avery,527296.98,12337939,april,2008,2008-04-01,2008
Beaufort,1667551.61,39388751,april,2008,2008-04-01,2008
Bertie,141599.79,3304802,april,2008,2008-04-01,2008
Bladen,427924.24,10046579,april,2008,2008-04-01,2008
Brunswick,3510496.5,82172253,april,2008,2008-04-01,2008
Buncombe,12892634.57,302460862,april,2008,2008-04-01,2008
Burke,1885782.34,44594750,april,2008,2008-04-01,2008
Cabarrus,7592544.800000001,178283497,april,2008,2008-04-01,2008
Caldwell,1821222.81,42805928,april,2008,2008-04-01,2008
Camden,128787.44,3151089,april,2008,2008-04-01,2008
Carteret,2994008.73,70527022,april,2008,2008-04-01,2008
Caswell,114330.64,2657948,april,2008,2008-04-01,2008
Catawba,7542687.4,177457650,april,2008,2008-04-01,2008
Chatham,1209296.73,28269473,april,2008,2008-04-01,2008
Cherokee,1047027.49,24343720,april,2008,2008-04-01,2008
Chowan,269129.95,6091285,april,2008,2008-04-01,2008
Clay,270226.75,6357122,april,2008,2008-04-01,2008
Cleveland,2605411.94,61079111,april,2008,2008-04-01,2008
Columbus,1287373.01,30165359,april,2008,2008-04-01,2008
Craven,3247511.84,76579215,april,2008,2008-04-01,2008
Cumberland,11772986.3,276532200,april,2008,2008-04-01,2008
Currituck,513615.27,11855247,april,2008,2008-04-01,2008
Dare,2507576.28,58555514,april,2008,2008-04-01,2008
Davidson,3780818.18,88769525,april,2008,2008-04-01,2008
Davie,670151.41,15687531,april,2008,2008-04-01,2008
Duplin,949775.9,22326982,april,2008,2008-04-01,2008
Durham,12960901.72,303428496,april,2008,2008-04-01,2008
Edgecombe,1343520.69,31231141,april,2008,2008-04-01,2008
Forsyth,16196706.78,379831276,april,2008,2008-04-01,2008
Franklin,1095442.72,25548086,april,2008,2008-04-01,2008
Gaston,6164164.15,144475779,april,2008,2008-04-01,2008
Gates,58160.38,1364466,april,2008,2008-04-01,2008
Graham,164802.39,3783767,april,2008,2008-04-01,2008
Granville,728574.03,16781957,april,2008,2008-04-01,2008
Greene,142785.16,3345787,april,2008,2008-04-01,2008
Guilford,23930934.64,560404149,april,2008,2008-04-01,2008
Halifax,1414311.7,33310281,april,2008,2008-04-01,2008
Harnett,1950720.51,47346879,april,2008,2008-04-01,2008
Haywood,2053661.25,48186795,april,2008,2008-04-01,2008
Henderson,3297235.47,77077370,april,2008,2008-04-01,2008
Hertford,615660.71,14395903,april,2008,2008-04-01,2008
Hoke,254553.08,5918353,april,2008,2008-04-01,2008
Hyde,89526.43,2077310,april,2008,2008-04-01,2008
Iredell,7046242.58,165816763,april,2008,2008-04-01,2008
Jackson,1285690.04,29935247,april,2008,2008-04-01,2008
Johnston,4361063.65,102623943,april,2008,2008-04-01,2008
Jones,70176.8,1647316,april,2008,2008-04-01,2008
Lee,2221677.8,54052195,april,2008,2008-04-01,2008
Lenoir,1858736.45,43625991,april,2008,2008-04-01,2008
Lincoln,1999789.03,47636294,april,2008,2008-04-01,2008
Macon,1437391.78,33680032,april,2008,2008-04-01,2008
Madison,194692.31,4536870,april,2008,2008-04-01,2008
Martin,790679.83,18557036,april,2008,2008-04-01,2008
McDowell,996758.14,23415743,april,2008,2008-04-01,2008
Mecklenburg,52441288.5,1229189233,april,2008,2008-04-01,2008
Mitchell,458656.99,10688434,april,2008,2008-04-01,2008
Montgomery,450501.7,10692295,april,2008,2008-04-01,2008
Moore,3249187.21,76285674,april,2008,2008-04-01,2008
Nash,3443483.79,81045059,april,2008,2008-04-01,2008
New Hanover,10965994.81,257674761,april,2008,2008-04-01,2008
Northampton,173215.58,4096664,april,2008,2008-04-01,2008
Onslow,5252370.83,123185237,april,2008,2008-04-01,2008
Orange,3643665.7,85377176,april,2008,2008-04-01,2008
Pamlico,320635.54,7577405,april,2008,2008-04-01,2008
Pasquotank,1764400.96,41511105,april,2008,2008-04-01,2008
Pender,850518.49,20023870,april,2008,2008-04-01,2008
Perquimans,131131.65,3042115,april,2008,2008-04-01,2008
Person,1074529.31,25204937,april,2008,2008-04-01,2008
Pitt,6367076.38,149439491,april,2008,2008-04-01,2008
Polk,276776.5,6156750,april,2008,2008-04-01,2008
Randolph,3036424.96,70985836,april,2008,2008-04-01,2008
Richmond,1155868.88,27204598,april,2008,2008-04-01,2008
Robeson,3024707.34,71188939,april,2008,2008-04-01,2008
Rockingham,2085719.75,48805942,april,2008,2008-04-01,2008
Rowan,3172583.55,74602902,april,2008,2008-04-01,2008
Rutherford,1801800.68,42315102,april,2008,2008-04-01,2008
Sampson,1244047.65,28973280,april,2008,2008-04-01,2008
Scotland,1148921.69,27625952,april,2008,2008-04-01,2008
Stanly,1811572.77,43079703,april,2008,2008-04-01,2008
Stokes,491381.77,11502037,april,2008,2008-04-01,2008
Surry,2826954.68,66076415,april,2008,2008-04-01,2008
Swain,266708.97,6253065,april,2008,2008-04-01,2008
Transylvania,1077637.81,25250520,april,2008,2008-04-01,2008
Tyrrell,42388.84,982093,april,2008,2008-04-01,2008
Union,4664878.02,108662469,april,2008,2008-04-01,2008
Vance,1356124.9,32024448,april,2008,2008-04-01,2008
Wake,43418121.21,1018073946,april,2008,2008-04-01,2008
Warren,201089.52,4700657,april,2008,2008-04-01,2008
Washington,202115.72,4677703,april,2008,2008-04-01,2008
Watauga,2357000.86,55023731,april,2008,2008-04-01,2008
Wayne,3996112.49,94032877,april,2008,2008-04-01,2008
Wilkes,1603854.38,37595712,april,2008,2008-04-01,2008
Wilson,3458253.15,81059535,april,2008,2008-04-01,2008
Yadkin,614514.38,14314046,april,2008,2008-04-01,2008
Yancey,504843.71,11948630,april,2008,2008-04-01,2008
Foreign,1450477.5,1669891333,april,2008,2008-04-01,2008
Alamance,5219720.08,122710766,may,2008,2008-05-01,2008
Alexander,466887.39,11217551,may,2008,2008-05-01,2008
Alleghany,215203.9,5005575,may,2008,2008-05-01,2008
Anson,400319.31,9379971,may,2008,2008-05-01,2008
Ashe,652571.55,15226832,may,2008,2008-05-01,2008
Avery,476994.16,10807768,may,2008,2008-05-01,2008
Beaufort,1805453.24,42868182,may,2008,2008-05-01,2008
Bertie,128385.15,2990773,may,2008,2008-05-01,2008
Bladen,412724.18,9688734,may,2008,2008-05-01,2008
Brunswick,3184922.94,74576448,may,2008,2008-05-01,2008
Buncombe,10638416.55,248809122,may,2008,2008-05-01,2008
Burke,1800208.34,42085345,may,2008,2008-05-01,2008
Cabarrus,6341145.34,149103246,may,2008,2008-05-01,2008
Caldwell,1717942.52,40378721,may,2008,2008-05-01,2008
Camden,202489.25,4817832,may,2008,2008-05-01,2008
Carteret,2680503.91,63396119,may,2008,2008-05-01,2008
Caswell,106017.77,2442811,may,2008,2008-05-01,2008
Catawba,6062862.32,143245486,may,2008,2008-05-01,2008
Chatham,1099192.73,25747854,may,2008,2008-05-01,2008
Cherokee,954759.45,22525059,may,2008,2008-05-01,2008
Chowan,278940.37,6521172,may,2008,2008-05-01,2008
Clay,164813.38,3840532,may,2008,2008-05-01,2008
Cleveland,2501409.75,58687325,may,2008,2008-05-01,2008
Columbus,1202177.72,28084093,may,2008,2008-05-01,2008
Craven,2927073.7,68739391,may,2008,2008-05-01,2008
Cumberland,10115779.620000001,238834534,may,2008,2008-05-01,2008
Currituck,613821.29,13931716,may,2008,2008-05-01,2008
Dare,2739936.61,64218621,may,2008,2008-05-01,2008
Davidson,3110096.7,73107477,may,2008,2008-05-01,2008
Davie,833201.52,19545617,may,2008,2008-05-01,2008
Duplin,838093.39,19701814,may,2008,2008-05-01,2008
Durham,13441286.34,314994306,may,2008,2008-05-01,2008
Edgecombe,972685.52,22440924,may,2008,2008-05-01,2008
Forsyth,14413804.75,338070678,may,2008,2008-05-01,2008
Franklin,1146672.59,26874939,may,2008,2008-05-01,2008
Gaston,5308899.02,124589996,may,2008,2008-05-01,2008
Gates,55302.05,1292759,may,2008,2008-05-01,2008
Graham,128899.58,2998322,may,2008,2008-05-01,2008
Granville,704009.8,16411685,may,2008,2008-05-01,2008
Greene,119528.03,2804080,may,2008,2008-05-01,2008
Guilford,20564042.92,482417209,may,2008,2008-05-01,2008
Halifax,1189893.89,28050788,may,2008,2008-05-01,2008
Harnett,1856219.9,45352731,may,2008,2008-05-01,2008
Haywood,1793413.12,41978091,may,2008,2008-05-01,2008
Henderson,2935783.14,68881549,may,2008,2008-05-01,2008
Hertford,512757.25,12088876,may,2008,2008-05-01,2008
Hoke,238437.43,5607611,may,2008,2008-05-01,2008
Hyde,124382.46,2883944,may,2008,2008-05-01,2008
Iredell,5747127.109999999,135226232,may,2008,2008-05-01,2008
Jackson,1092322.31,25610701,may,2008,2008-05-01,2008
Johnston,4185435.35,98713179,may,2008,2008-05-01,2008
Jones,89388.96,2094857,may,2008,2008-05-01,2008
Lee,1750376.04,42815641,may,2008,2008-05-01,2008
Lenoir,1804877.42,42383995,may,2008,2008-05-01,2008
Lincoln,1612369.46,38347780,may,2008,2008-05-01,2008
Macon,1292234.51,30358678,may,2008,2008-05-01,2008
Madison,180963.99,4193524,may,2008,2008-05-01,2008
Martin,571074.46,13355475,may,2008,2008-05-01,2008
McDowell,906983.37,21290788,may,2008,2008-05-01,2008
Mecklenburg,53896211.629999995,1264510729,may,2008,2008-05-01,2008
Mitchell,447351.61,10436342,may,2008,2008-05-01,2008
Montgomery,412455.54,9836157,may,2008,2008-05-01,2008
Moore,2926749.68,68898109,may,2008,2008-05-01,2008
Nash,2935172.72,68731810,may,2008,2008-05-01,2008
New Hanover,9846632.66,231446934,may,2008,2008-05-01,2008
Northampton,145656.57,3638956,may,2008,2008-05-01,2008
Onslow,4435381.55,104487188,may,2008,2008-05-01,2008
Orange,3406603.94,80001198,may,2008,2008-05-01,2008
Pamlico,241120.81,5711911,may,2008,2008-05-01,2008
Pasquotank,1261780.75,29714734,may,2008,2008-05-01,2008
Pender,757890.9,17882910,may,2008,2008-05-01,2008
Perquimans,141125.15,3242704,may,2008,2008-05-01,2008
Person,999761.52,23563882,may,2008,2008-05-01,2008
Pitt,4916982.47,115535947,may,2008,2008-05-01,2008
Polk,263835.31,6108681,may,2008,2008-05-01,2008
Randolph,2753973.49,64467254,may,2008,2008-05-01,2008
Richmond,980704.26,23018124,may,2008,2008-05-01,2008
Robeson,2509844.32,58980346,may,2008,2008-05-01,2008
Rockingham,1800563.41,42178971,may,2008,2008-05-01,2008
Rowan,2731451.9,63942918,may,2008,2008-05-01,2008
Rutherford,1388956.37,32897286,may,2008,2008-05-01,2008
Sampson,1034442.64,24156916,may,2008,2008-05-01,2008
Scotland,965944.81,23569404,may,2008,2008-05-01,2008
Stanly,1630331.41,39012963,may,2008,2008-05-01,2008
Stokes,425317.76,9970977,may,2008,2008-05-01,2008
Surry,2300508.56,54054223,may,2008,2008-05-01,2008
Swain,284764.69,6763381,may,2008,2008-05-01,2008
Transylvania,935706.58,21902111,may,2008,2008-05-01,2008
Tyrrell,38738.37,910715,may,2008,2008-05-01,2008
Union,4432090.78,103633673,may,2008,2008-05-01,2008
Vance,1149712.81,27450168,may,2008,2008-05-01,2008
Wake,39780323.27,933475805,may,2008,2008-05-01,2008
Warren,182693.37,4278998,may,2008,2008-05-01,2008
Washington,147126.39,3401443,may,2008,2008-05-01,2008
Watauga,2111876.35,49437901,may,2008,2008-05-01,2008
Wayne,3359976.79,79050080,may,2008,2008-05-01,2008
Wilkes,1525382.34,35732217,may,2008,2008-05-01,2008
Wilson,2559305.27,59948523,may,2008,2008-05-01,2008
Yadkin,565192.56,13253131,may,2008,2008-05-01,2008
Yancey,381181.94,8872681,may,2008,2008-05-01,2008
Foreign,37642093.1,1530773555,may,2008,2008-05-01,2008
Alamance,5160923.34,121393121,june,2008,2008-06-01,2008
Alexander,379630.01,8929165,june,2008,2008-06-01,2008
Alleghany,243402.57,5571747,june,2008,2008-06-01,2008
Anson,344180.56,8047172,june,2008,2008-06-01,2008
Ashe,592052.99,13850573,june,2008,2008-06-01,2008
Avery,537676.24,12590102,june,2008,2008-06-01,2008
Beaufort,1199052.45,28481440,june,2008,2008-06-01,2008
Bertie,121787.97,2846100,june,2008,2008-06-01,2008
Bladen,438383.75,10504024,june,2008,2008-06-01,2008
Brunswick,3474549.83,81315683,june,2008,2008-06-01,2008
Buncombe,11465114.74,268665077,june,2008,2008-06-01,2008
Burke,1655707.31,39116457,june,2008,2008-06-01,2008
Cabarrus,7098741.170000001,166939440,june,2008,2008-06-01,2008
Caldwell,1677167.22,39464347,june,2008,2008-06-01,2008
Camden,95787.84,2286584,june,2008,2008-06-01,2008
Carteret,3041428.94,71938236,june,2008,2008-06-01,2008
Caswell,108169.98,2553182,june,2008,2008-06-01,2008
Catawba,6689004.29,157703544,june,2008,2008-06-01,2008
Chatham,1132189.75,26334130,june,2008,2008-06-01,2008
Cherokee,908185.7,21173396,june,2008,2008-06-01,2008
Chowan,279658.49,6497678,june,2008,2008-06-01,2008
Clay,186596.09,4549815,june,2008,2008-06-01,2008
Cleveland,2371539.89,55578511,june,2008,2008-06-01,2008
Columbus,1174041.05,27614097,june,2008,2008-06-01,2008
Craven,2914772.68,68813279,june,2008,2008-06-01,2008
Cumberland,10096357.52,238050353,june,2008,2008-06-01,2008
Currituck,788126.07,18289706,june,2008,2008-06-01,2008
Dare,3968836.97,92838165,june,2008,2008-06-01,2008
Davidson,3000568.44,70857167,june,2008,2008-06-01,2008
Davie,771255.16,17796506,june,2008,2008-06-01,2008
Duplin,883456.06,20981513,june,2008,2008-06-01,2008
Durham,12343655.65,289881992,june,2008,2008-06-01,2008
Edgecombe,905972.79,21374583,june,2008,2008-06-01,2008
Forsyth,14776043.07,347431997,june,2008,2008-06-01,2008
Franklin,876851.47,19936220,june,2008,2008-06-01,2008
Gaston,5256290.13,123124953,june,2008,2008-06-01,2008
Gates,57732.73,1365205,june,2008,2008-06-01,2008
Graham,176876.64,4113893,june,2008,2008-06-01,2008
Granville,752825.79,17603152,june,2008,2008-06-01,2008
Greene,144539.21,3337038,june,2008,2008-06-01,2008
Guilford,20544486.09,482542161,june,2008,2008-06-01,2008
Halifax,1207992.2,28348712,june,2008,2008-06-01,2008
Harnett,1698907.82,41392313,june,2008,2008-06-01,2008
Haywood,2306291.45,54199109,june,2008,2008-06-01,2008
Henderson,3066304.17,71957024,june,2008,2008-06-01,2008
Hertford,560110.53,13387752,june,2008,2008-06-01,2008
Hoke,222013.99,5190284,june,2008,2008-06-01,2008
Hyde,211537.19,4739867,june,2008,2008-06-01,2008
Iredell,5942314.39,140024702,june,2008,2008-06-01,2008
Jackson,1176773.88,27566506,june,2008,2008-06-01,2008
Johnston,3815092.22,89857177,june,2008,2008-06-01,2008
Jones,99365.79,2326903,june,2008,2008-06-01,2008
Lee,2048430.55,50521907,june,2008,2008-06-01,2008
Lenoir,1641709.29,38751622,june,2008,2008-06-01,2008
Lincoln,1829686.46,43992340,june,2008,2008-06-01,2008
Macon,1438812.95,33758383,june,2008,2008-06-01,2008
Madison,193380.35,4506301,june,2008,2008-06-01,2008
Martin,533853.35,12478101,june,2008,2008-06-01,2008
McDowell,900186.6,21150094,june,2008,2008-06-01,2008
Mecklenburg,48792609.83,1143642140,june,2008,2008-06-01,2008
Mitchell,417203.38,9829469,june,2008,2008-06-01,2008
Montgomery,392213.35,9438302,june,2008,2008-06-01,2008
Moore,2946793.93,69466955,june,2008,2008-06-01,2008
Nash,3154929.55,73948749,june,2008,2008-06-01,2008
New Hanover,10367764.22,244069587,june,2008,2008-06-01,2008
Northampton,132988.87,3360319,june,2008,2008-06-01,2008
Onslow,4637743.33,109317923,june,2008,2008-06-01,2008
Orange,3190405.25,74736153,june,2008,2008-06-01,2008
Pamlico,226485.37,5335444,june,2008,2008-06-01,2008
Pasquotank,1477947.56,34664592,june,2008,2008-06-01,2008
Pender,860465.56,20093547,june,2008,2008-06-01,2008
Perquimans,119742.72,2795574,june,2008,2008-06-01,2008
Person,922469.16,21694813,june,2008,2008-06-01,2008
Pitt,5162650.93,121704721,june,2008,2008-06-01,2008
Polk,264275.02,6190704,june,2008,2008-06-01,2008
Randolph,2676629.69,62722527,june,2008,2008-06-01,2008
Richmond,903668.25,21060638,june,2008,2008-06-01,2008
Robeson,2496810.38,58706893,june,2008,2008-06-01,2008
Rockingham,1696258.43,39776507,june,2008,2008-06-01,2008
Rowan,2889396.56,67639587,june,2008,2008-06-01,2008
Rutherford,1317586.24,31030268,june,2008,2008-06-01,2008
Sampson,990726.46,23311355,june,2008,2008-06-01,2008
Scotland,887166.5,21740710,june,2008,2008-06-01,2008
Stanly,1839068.61,44153254,june,2008,2008-06-01,2008
Stokes,457166.16,10715874,june,2008,2008-06-01,2008
Surry,2301926.93,54013187,june,2008,2008-06-01,2008
Swain,281945.93,6681266,june,2008,2008-06-01,2008
Transylvania,1053664.2,24245485,june,2008,2008-06-01,2008
Tyrrell,41636.88,1001830,june,2008,2008-06-01,2008
Union,4408966.84,102755365,june,2008,2008-06-01,2008
Vance,1181989.41,28269867,june,2008,2008-06-01,2008
Wake,39814512.71,930493549,june,2008,2008-06-01,2008
Warren,228408.22,5393121,june,2008,2008-06-01,2008
Washington,172140.41,4022227,june,2008,2008-06-01,2008
Watauga,2240759.97,52082656,june,2008,2008-06-01,2008
Wayne,3524021.48,83192148,june,2008,2008-06-01,2008
