county,gross_collections,taxable_sales,month,year,date,fiscal_year
Northampton,101098.46,5089392,november,2000,2000-11-01,2001
Onslow,2354837.74,87582494,november,2000,2000-11-01,2001
Orange,2654905.66,102701217,november,2000,2000-11-01,2001
Pamlico,112727.19,5296441,november,2000,2000-11-01,2001
Pasquotank,919636.08,39934157,november,2000,2000-11-01,2001
Pender,418964.81,18071667,november,2000,2000-11-01,2001
Perquimans,66681.09,2837930,november,2000,2000-11-01,2001
Person,604168.97,28029600,november,2000,2000-11-01,2001
Pitt,3729118.77,161730288,november,2000,2000-11-01,2001
Polk,194420.87,9573603,november,2000,2000-11-01,2001
Randolph,2149758.11,92850659,november,2000,2000-11-01,2001
Richmond,771398.16,30886502,november,2000,2000-11-01,2001
Robeson,1717824.65,69385825,november,2000,2000-11-01,2001
Rockingham,1251549.18,62301981,november,2000,2000-11-01,2001
Rowan,2261804.62,87885710,november,2000,2000-11-01,2001
Rutherford,1152285.17,44530995,november,2000,2000-11-01,2001
Sampson,811162.79,38250324,november,2000,2000-11-01,2001
Scotland,692871.01,24261662,november,2000,2000-11-01,2001
Stanly,1225653.73,50110839,november,2000,2000-11-01,2001
Stokes,348042.25,14140778,november,2000,2000-11-01,2001
Surry,1782289,79157499,november,2000,2000-11-01,2001
Swain,175356.61,9724951,november,2000,2000-11-01,2001
Transylvania,645510.27,22617010,november,2000,2000-11-01,2001
Tyrrell,32757.6,1435620,november,2000,2000-11-01,2001
Union,2828058.13,111559277,november,2000,2000-11-01,2001
Vance,931938.45,43462930,november,2000,2000-11-01,2001
Wake,27849658.13,1054443259,november,2000,2000-11-01,2001
Warren,122826.75,6219258,november,2000,2000-11-01,2001
Washington,149722.96,8380435,november,2000,2000-11-01,2001
Watauga,1929583.69,66842876,november,2000,2000-11-01,2001
Wayne,2490658.87,90755998,november,2000,2000-11-01,2001
Wilkes,1297541.12,56336449,november,2000,2000-11-01,2001
Wilson,1998471.04,84927770,november,2000,2000-11-01,2001
Yadkin,408425.75,16852097,november,2000,2000-11-01,2001
Yancey,268970.43,8719105,november,2000,2000-11-01,2001
Foreign,44879340.87,1777726741,november,2000,2000-11-01,2001
Alamance,3634453.91,141117526,december,2000,2000-12-01,2001
Alexander,296650.33,16824175,december,2000,2000-12-01,2001
Alleghany,123875.47,5434851,december,2000,2000-12-01,2001
Anson,263505.56,11458523,december,2000,2000-12-01,2001
Ashe,335962.4,14188991,december,2000,2000-12-01,2001
Avery,334869.82,13120462,december,2000,2000-12-01,2001
Beaufort,969020.35,39360020,december,2000,2000-12-01,2001
Bertie,91988.97,6331025,december,2000,2000-12-01,2001
Bladen,484341.64,21015585,december,2000,2000-12-01,2001
Brunswick,1672879.46,55107192,december,2000,2000-12-01,2001
Buncombe,7966063.69,287758585,december,2000,2000-12-01,2001
Burke,1404925.38,68043387,december,2000,2000-12-01,2001
Cabarrus,4139206.02,164300875,december,2000,2000-12-01,2001
Caldwell,1195710.01,58880280,december,2000,2000-12-01,2001
Camden,43158.2,1921788,december,2000,2000-12-01,2001
Carteret,1681768.29,57944432,december,2000,2000-12-01,2001
Caswell,107640.31,5855030,december,2000,2000-12-01,2001
Catawba,5278524.32,206958035,december,2000,2000-12-01,2001
Chatham,669698.2,33449261,december,2000,2000-12-01,2001
Cherokee,698147.63,31059529,december,2000,2000-12-01,2001
Chowan,211972.57,9756283,december,2000,2000-12-01,2001
Clay,107312.35,6867360,december,2000,2000-12-01,2001
Cleveland,1856000.28,89244908,december,2000,2000-12-01,2001
Columbus,869091.47,39116402,december,2000,2000-12-01,2001
Craven,1931016.53,76406922,december,2000,2000-12-01,2001
Cumberland,6869352.37,252570678,december,2000,2000-12-01,2001
Currituck,352642.95,18102612,december,2000,2000-12-01,2001
Dare,1619800.9,54252154,december,2000,2000-12-01,2001
Davidson,2532427.04,112399289,december,2000,2000-12-01,2001
Davie,481696.49,24219534,december,2000,2000-12-01,2001
Duplin,613773.72,25136293,december,2000,2000-12-01,2001
Durham,10706099.11,306716656,december,2000,2000-12-01,2001
Edgecombe,815659.44,34228653,december,2000,2000-12-01,2001
Forsyth,11510407.8,449301394,december,2000,2000-12-01,2001
Franklin,547129.57,23707039,december,2000,2000-12-01,2001
Gaston,4152375.47,179922018,december,2000,2000-12-01,2001
Gates,41398.89,3206510,december,2000,2000-12-01,2001
Graham,73343.81,2856280,december,2000,2000-12-01,2001
Granville,510799.14,27462243,december,2000,2000-12-01,2001
Greene,117415.72,5270173,december,2000,2000-12-01,2001
Guilford,18281103.47,774514880,december,2000,2000-12-01,2001
Halifax,1049996.39,44577703,december,2000,2000-12-01,2001
Harnett,1135157.4,46620250,december,2000,2000-12-01,2001
Haywood,1261989.46,45861530,december,2000,2000-12-01,2001
Henderson,2047455.31,78442038,december,2000,2000-12-01,2001
Hertford,645453.78,27246571,december,2000,2000-12-01,2001
Hoke,157512.24,7210627,december,2000,2000-12-01,2001
Hyde,74088.93,2730286,december,2000,2000-12-01,2001
Iredell,3279912.47,141144871,december,2000,2000-12-01,2001
Jackson,733328.56,27337779,december,2000,2000-12-01,2001
Johnston,2530452.34,110263736,december,2000,2000-12-01,2001
Jones,71952.09,4100696,december,2000,2000-12-01,2001
Lee,1510973.36,63347698,december,2000,2000-12-01,2001
Lenoir,1598131.72,59379074,december,2000,2000-12-01,2001
Lincoln,1071906.07,43591280,december,2000,2000-12-01,2001
Macon,940570.81,31030493,december,2000,2000-12-01,2001
Madison,115515.63,6158975,december,2000,2000-12-01,2001
Martin,529472.85,17582137,december,2000,2000-12-01,2001
McDowell,566077.16,29265041,december,2000,2000-12-01,2001
Mecklenburg,36154772.29,1302983668,december,2000,2000-12-01,2001
Mitchell,389591.53,15775623,december,2000,2000-12-01,2001
Montgomery,408403.03,27445056,december,2000,2000-12-01,2001
Moore,2041135.38,80824599,december,2000,2000-12-01,2001
Nash,2846460.18,115006928,december,2000,2000-12-01,2001
New Hanover,7322497.71,269404481,december,2000,2000-12-01,2001
Northampton,93510.13,4493118,december,2000,2000-12-01,2001
Onslow,2502601.66,90102269,december,2000,2000-12-01,2001
Orange,2730428.02,100941258,december,2000,2000-12-01,2001
Pamlico,100170.42,5276591,december,2000,2000-12-01,2001
Pasquotank,991502.63,43449468,december,2000,2000-12-01,2001
Pender,321083.28,15524801,december,2000,2000-12-01,2001
Perquimans,63073.02,2870230,december,2000,2000-12-01,2001
Person,622050.29,29164611,december,2000,2000-12-01,2001
Pitt,3875313.87,167489265,december,2000,2000-12-01,2001
Polk,163076.87,8368944,december,2000,2000-12-01,2001
Randolph,2200159.14,86240416,december,2000,2000-12-01,2001
Richmond,812734.02,33543716,december,2000,2000-12-01,2001
Robeson,1835408.47,76085628,december,2000,2000-12-01,2001
Rockingham,1374976.88,62189805,december,2000,2000-12-01,2001
Rowan,2427662.87,89879695,december,2000,2000-12-01,2001
Rutherford,1143111.12,43883865,december,2000,2000-12-01,2001
Sampson,869166.15,37491411,december,2000,2000-12-01,2001
Scotland,772176.12,27301541,december,2000,2000-12-01,2001
Stanly,1249415.79,54394699,december,2000,2000-12-01,2001
Stokes,320783.74,13893530,december,2000,2000-12-01,2001
Surry,1956765.47,85446952,december,2000,2000-12-01,2001
Swain,117138.24,9508403,december,2000,2000-12-01,2001
Transylvania,557841.73,19858367,december,2000,2000-12-01,2001
Tyrrell,28871.03,1652500,december,2000,2000-12-01,2001
Union,2906773.1,116157564,december,2000,2000-12-01,2001
Vance,980739.76,41631683,december,2000,2000-12-01,2001
Wake,27513039.06,1023641922,december,2000,2000-12-01,2001
Warren,113515.91,6012897,december,2000,2000-12-01,2001
Washington,123010.17,7517927,december,2000,2000-12-01,2001
Watauga,1706458.94,58039596,december,2000,2000-12-01,2001
Wayne,2715071.61,99097685,december,2000,2000-12-01,2001
Wilkes,1452652.88,60799469,december,2000,2000-12-01,2001
Wilson,2209297.47,96367671,december,2000,2000-12-01,2001
Yadkin,396512.82,16052137,december,2000,2000-12-01,2001
Yancey,235440.69,8024288,december,2000,2000-12-01,2001
Foreign,48035784.07,1789884242,december,2000,2000-12-01,2001
Alamance,3879847.13,154453147,january,2001,2001-01-01,2001
Alexander,305717.89,16618679,january,2001,2001-01-01,2001
Alleghany,140474.49,5576974,january,2001,2001-01-01,2001
Anson,296153.19,14234648,january,2001,2001-01-01,2001
Ashe,323039,16214932,january,2001,2001-01-01,2001
Avery,512583.7,20036265,january,2001,2001-01-01,2001
Beaufort,1075393.78,41089718,january,2001,2001-01-01,2001
Bertie,101270.53,6854893,january,2001,2001-01-01,2001
Bladen,449567.88,22500822,january,2001,2001-01-01,2001
Brunswick,1643231.52,61330278,january,2001,2001-01-01,2001
Buncombe,8908027.74,332610221,january,2001,2001-01-01,2001
Burke,1569881.7,73146396,january,2001,2001-01-01,2001
Cabarrus,4881328.1,176655843,january,2001,2001-01-01,2001
Caldwell,1390122.98,63168068,january,2001,2001-01-01,2001
Camden,59912.08,2312041,january,2001,2001-01-01,2001
Carteret,1612279.5,55046500,january,2001,2001-01-01,2001
Caswell,134043.84,5499866,january,2001,2001-01-01,2001
Catawba,5780956.8,225786530,january,2001,2001-01-01,2001
Chatham,728257.13,38491870,january,2001,2001-01-01,2001
Cherokee,666764.37,28447351,january,2001,2001-01-01,2001
Chowan,224159.21,9003590,january,2001,2001-01-01,2001
Clay,116699.84,6826187,january,2001,2001-01-01,2001
Cleveland,2139370.22,96022182,january,2001,2001-01-01,2001
Columbus,1021850.37,41693172,january,2001,2001-01-01,2001
Craven,2027007.87,80654544,january,2001,2001-01-01,2001
Cumberland,7486115.09,289125366,january,2001,2001-01-01,2001
Currituck,320650.76,14900844,january,2001,2001-01-01,2001
Dare,1371175.35,46964800,january,2001,2001-01-01,2001
Davidson,2811843.75,116310630,january,2001,2001-01-01,2001
Davie,586237.31,29243617,january,2001,2001-01-01,2001
Duplin,647668.72,30112986,january,2001,2001-01-01,2001
Durham,12382864.61,345395727,january,2001,2001-01-01,2001
Edgecombe,848512,35911456,january,2001,2001-01-01,2001
Forsyth,12984961.94,499688137,january,2001,2001-01-01,2001
Franklin,563377.53,22853724,january,2001,2001-01-01,2001
Gaston,4654886.06,201551960,january,2001,2001-01-01,2001
Gates,40321.44,3231433,january,2001,2001-01-01,2001
Graham,75214.18,2996971,january,2001,2001-01-01,2001
Granville,596976.73,27623537,january,2001,2001-01-01,2001
Greene,117003.86,4976236,january,2001,2001-01-01,2001
Guilford,19359637.85,866241315,january,2001,2001-01-01,2001
Halifax,1125270.88,48905021,january,2001,2001-01-01,2001
Harnett,1248216.17,48478184,january,2001,2001-01-01,2001
Haywood,1458153.37,55096963,january,2001,2001-01-01,2001
Henderson,2282184.67,82679357,january,2001,2001-01-01,2001
Hertford,708638.63,27168955,january,2001,2001-01-01,2001
Hoke,194642.61,8332278,january,2001,2001-01-01,2001
Hyde,62166.63,2332144,january,2001,2001-01-01,2001
Iredell,3619144.47,160201681,january,2001,2001-01-01,2001
Jackson,733393.61,25309796,january,2001,2001-01-01,2001
Johnston,2812044.46,119794459,january,2001,2001-01-01,2001
Jones,51220.71,2061822,january,2001,2001-01-01,2001
Lee,1635823.77,64361273,january,2001,2001-01-01,2001
Lenoir,1845661.35,67117641,january,2001,2001-01-01,2001
Lincoln,1177302.94,46548904,january,2001,2001-01-01,2001
Macon,972410.7,34452291,january,2001,2001-01-01,2001
Madison,128938.87,6595153,january,2001,2001-01-01,2001
Martin,561755.66,17664765,january,2001,2001-01-01,2001
McDowell,566864.67,28077605,january,2001,2001-01-01,2001
Mecklenburg,40100378.29,1526278327,january,2001,2001-01-01,2001
Mitchell,362550.84,14578912,january,2001,2001-01-01,2001
Montgomery,440425.77,24937938,january,2001,2001-01-01,2001
Moore,2125514.41,85886010,january,2001,2001-01-01,2001
Nash,3201778.83,140159381,january,2001,2001-01-01,2001
New Hanover,7884132.09,303844698,january,2001,2001-01-01,2001
Northampton,119427.13,6224769,january,2001,2001-01-01,2001
Onslow,2829488.69,95863594,january,2001,2001-01-01,2001
Orange,2992002.7,114109178,january,2001,2001-01-01,2001
Pamlico,121963.85,5156328,january,2001,2001-01-01,2001
Pasquotank,1066113.31,41936095,january,2001,2001-01-01,2001
Pender,313485.47,15303158,january,2001,2001-01-01,2001
Perquimans,92343.5,3966928,january,2001,2001-01-01,2001
Person,624496.44,28894592,january,2001,2001-01-01,2001
Pitt,4223176.04,169731259,january,2001,2001-01-01,2001
Polk,179690.75,9284121,january,2001,2001-01-01,2001
Randolph,2434134.59,96671386,january,2001,2001-01-01,2001
Richmond,904212.98,35443033,january,2001,2001-01-01,2001
Robeson,2145173.36,78469764,january,2001,2001-01-01,2001
Rockingham,1520954.83,70663588,january,2001,2001-01-01,2001
Rowan,2645740.6,101250757,january,2001,2001-01-01,2001
Rutherford,1222719.22,49049128,january,2001,2001-01-01,2001
Sampson,1066718.76,45365298,january,2001,2001-01-01,2001
Scotland,758649.87,27059185,january,2001,2001-01-01,2001
Stanly,1338354.81,52461597,january,2001,2001-01-01,2001
Stokes,380045.06,15951982,january,2001,2001-01-01,2001
Surry,2213457.14,91359112,january,2001,2001-01-01,2001
Swain,117464.75,8599577,january,2001,2001-01-01,2001
Transylvania,557130.02,20706036,january,2001,2001-01-01,2001
Tyrrell,32334.59,2438262,january,2001,2001-01-01,2001
Union,2922394.11,117643946,january,2001,2001-01-01,2001
Vance,1073559.89,46184926,january,2001,2001-01-01,2001
Wake,31094090.94,1171657428,january,2001,2001-01-01,2001
Warren,127858.19,5913047,january,2001,2001-01-01,2001
Washington,161938.13,7867947,january,2001,2001-01-01,2001
Watauga,1746944.77,58735409,january,2001,2001-01-01,2001
Wayne,2919128.75,101805575,january,2001,2001-01-01,2001
Wilkes,1572881.53,68610228,january,2001,2001-01-01,2001
Wilson,2106916.58,85504969,january,2001,2001-01-01,2001
Yadkin,471317.74,19082344,january,2001,2001-01-01,2001
Yancey,230980.18,7782111,january,2001,2001-01-01,2001
Foreign,55743525.79,2281393304,january,2001,2001-01-01,2001
Alamance,3106408.94,125745204,february,2001,2001-02-01,2001
Alexander,303008.67,15348781,february,2001,2001-02-01,2001
Alleghany,107243.55,4458621,february,2001,2001-02-01,2001
Anson,274980.75,12567467,february,2001,2001-02-01,2001
Ashe,261910.21,13782378,february,2001,2001-02-01,2001
Avery,499910.31,18481982,february,2001,2001-02-01,2001
Beaufort,922239.33,35332127,february,2001,2001-02-01,2001
Bertie,75384.66,5012735,february,2001,2001-02-01,2001
Bladen,426090.24,19524665,february,2001,2001-02-01,2001
Brunswick,1280785.5,50402868,february,2001,2001-02-01,2001
Buncombe,6310117.55,234354378,february,2001,2001-02-01,2001
Burke,1244610.91,60529044,february,2001,2001-02-01,2001
Cabarrus,3823913.36,137219239,february,2001,2001-02-01,2001
Caldwell,1097936.79,53856203,february,2001,2001-02-01,2001
Camden,86676.99,3020231,february,2001,2001-02-01,2001
Carteret,1264445.34,45396703,february,2001,2001-02-01,2001
Caswell,98901.06,5169428,february,2001,2001-02-01,2001
Catawba,4392343.93,190039288,february,2001,2001-02-01,2001
Chatham,558828.83,30813849,february,2001,2001-02-01,2001
Cherokee,543294.29,24085776,february,2001,2001-02-01,2001
Chowan,174665.47,9315786,february,2001,2001-02-01,2001
Clay,85555.23,4972342,february,2001,2001-02-01,2001
Cleveland,1710463.76,81310641,february,2001,2001-02-01,2001
Columbus,824135.7,35985458,february,2001,2001-02-01,2001
Craven,1630204,68250279,february,2001,2001-02-01,2001
Cumberland,5780563.86,229738447,february,2001,2001-02-01,2001
Currituck,285175.75,14760261,february,2001,2001-02-01,2001
Dare,1063148.62,37547456,february,2001,2001-02-01,2001
Davidson,2143195.29,97877044,february,2001,2001-02-01,2001
Davie,519195.38,23745633,february,2001,2001-02-01,2001
Duplin,578867.02,28857878,february,2001,2001-02-01,2001
Durham,10774438.78,275272124,february,2001,2001-02-01,2001
Edgecombe,733593.72,33943255,february,2001,2001-02-01,2001
Forsyth,10059905.14,417715684,february,2001,2001-02-01,2001
Franklin,547810.36,21009654,february,2001,2001-02-01,2001
Gaston,3546121.3,161611856,february,2001,2001-02-01,2001
Gates,34951.63,3184185,february,2001,2001-02-01,2001
Graham,67924.9,1950416,february,2001,2001-02-01,2001
Granville,536793.57,29090527,february,2001,2001-02-01,2001
Greene,103225.57,3995004,february,2001,2001-02-01,2001
Guilford,16651155.03,717320057,february,2001,2001-02-01,2001
Halifax,905231.23,37656305,february,2001,2001-02-01,2001
Harnett,1103056.51,41786789,february,2001,2001-02-01,2001
Haywood,1048004.48,41604769,february,2001,2001-02-01,2001
Henderson,1736654.74,71220819,february,2001,2001-02-01,2001
Hertford,586385.41,24582963,february,2001,2001-02-01,2001
Hoke,173772.29,6982470,february,2001,2001-02-01,2001
Hyde,49179.02,1925975,february,2001,2001-02-01,2001
Iredell,2848383.65,122395549,february,2001,2001-02-01,2001
Jackson,575076.66,20456347,february,2001,2001-02-01,2001
Johnston,2144882.9,94244671,february,2001,2001-02-01,2001
Jones,59614.24,2566807,february,2001,2001-02-01,2001
Lee,1271438.85,53184584,february,2001,2001-02-01,2001
Lenoir,1457436.06,56651309,february,2001,2001-02-01,2001
Lincoln,925494.56,39295655,february,2001,2001-02-01,2001
Macon,719692.67,24079793,february,2001,2001-02-01,2001
Madison,133343.59,6516072,february,2001,2001-02-01,2001
Martin,476050.03,14455046,february,2001,2001-02-01,2001
McDowell,476114.11,26395060,february,2001,2001-02-01,2001
Mecklenburg,32899947.48,1269554847,february,2001,2001-02-01,2001
Mitchell,330436.26,13817179,february,2001,2001-02-01,2001
Montgomery,396030.62,22208561,february,2001,2001-02-01,2001
Moore,1614857.01,68408310,february,2001,2001-02-01,2001
Nash,2524582.11,106749731,february,2001,2001-02-01,2001
New Hanover,5819126.34,236635550,february,2001,2001-02-01,2001
Northampton,117015.05,4840903,february,2001,2001-02-01,2001
Onslow,2090791.15,75749849,february,2001,2001-02-01,2001
Orange,2439242.9,89056809,february,2001,2001-02-01,2001
Pamlico,124633.67,5220882,february,2001,2001-02-01,2001
Pasquotank,824738.35,34742816,february,2001,2001-02-01,2001
Pender,269259.93,13552219,february,2001,2001-02-01,2001
Perquimans,93412.93,3554491,february,2001,2001-02-01,2001
Person,552649.89,25671624,february,2001,2001-02-01,2001
Pitt,3481391.72,151168905,february,2001,2001-02-01,2001
Polk,155044.69,8956948,february,2001,2001-02-01,2001
Randolph,1974306.39,84789412,february,2001,2001-02-01,2001
Richmond,745229.56,29800670,february,2001,2001-02-01,2001
Robeson,1765373.97,74905006,february,2001,2001-02-01,2001
Rockingham,1242746.47,54927479,february,2001,2001-02-01,2001
Rowan,2054274.73,74441424,february,2001,2001-02-01,2001
Rutherford,997434.51,39339807,february,2001,2001-02-01,2001
Sampson,809023.41,37062304,february,2001,2001-02-01,2001
Scotland,646829.01,22656408,february,2001,2001-02-01,2001
Stanly,1145414.37,44351412,february,2001,2001-02-01,2001
Stokes,334752.3,13607516,february,2001,2001-02-01,2001
Surry,1693298.33,72184202,february,2001,2001-02-01,2001
Swain,98394.49,7343423,february,2001,2001-02-01,2001
Transylvania,444067.55,15939889,february,2001,2001-02-01,2001
Tyrrell,19961.66,1273326,february,2001,2001-02-01,2001
Union,2535000.13,108491861,february,2001,2001-02-01,2001
Vance,861292.38,37541791,february,2001,2001-02-01,2001
